FUND,freq,MISC,freq.1,UNI,freq.2,COR,freq.3,IND,freq.4
,,,,,,,,Holly Hatton-Bowers,1
,,,,,,,,Malina James,1
,,,,,,,,S. S. Mang,1
,,,,,,,,Armando Alberola Roma,1
,,,,,,,,Annika Lorenz,1
,,,,,,,,Isabel Sanz,1
,,,,,,,,Thijs Van Rens,1
,,,,,,,,Jason Somerville,1
,,,,,,,,Elysia Tan Liyan,1
,,,,,,,,Andrea Case,1
,,,,,,,,Kirsikka Vaajakallio,1
,,,,,,,,Giacomo Parinello,1
,,,,,,,,Jasmine Swope,1
,,,,,,,,Aoife Quinn,1
,,,,,,,,Sophie Patterson,1
,,,,,,,,Crispin Jenkinson,1
,,,,,,,,Jana Scheible,1
,,,,,,,,Lizhi Liu,1
,,,,,,,,Adam Rung,1
,,,,,,,,Denis Hilton,1
,,,,,,,,Gabriel Badescu,1
,,,,,,,,Denise Wozniak,1
,,,,,,,,Martin Kohli,1
,,,,,,,,Emily Russell,1
,,,,,,,,Kurt Jordan,1
,,,,,,,,Ruth Sirkin,1
,,,,,,,,Jaroslaw Piotrowski,1
,,,,,,,,Karen Miller,1
,,,,,,,,Andrew Sims,1
,,,,,,,,Christine Kelly,1
,,,,,,,,Megan Davidson,1
,,,,,,,,M. Mojses,1
,,,,,,,,Jiing-Lih Farh,1
,,,,,,,,Carlos Guaipatin,1
,,,,,,,,Judith Ezike,1
,,,,,,,,Danielle Mogyoros,1
,,,,,,,,Jenna Ramirez,1
,,,,,,,,Claire M. Kaplan,1
,,,,,,,,Donghua Chen,1
,,,,,,,,Filomena Melo,1
,,,,,,,,Esteban Rossi-Hansberg,1
,,,,,,,,Erica Garguilo,1
,,,,,,,,Sophie Sultana,1
,,,,,,,,James Peters,1
,,,,,,,,Uri Simonsohn,1
,,,,,,,,Caren Rotello,1
,,,,,,,,Ruth Sanders,1
,,,,,,,,Luigi Pascali,1
,,,,,,,,Pete King,1
,,,,,,,,Naomi Allen,1
,,,,,,,,Fabio Sanchez,1
,,,,,,,,Maurice Obstfeld,1
,,,,,,,,Cliff Bowman,1
,,,,,,,,Robert Eisinger,1
,,,,,,,,Emma Hawkesford-Webb,1
,,,,,,,,Franck Bessis,1
,,,,,,,,Daniel Gumz,1
,,,,,,,,Julia Reuben,1
,,,,,,,,T. Yoshida,1
,,,,,,,,Charles Shi,1
,,,,,,,,Daniel A. Tirado,1
,,,,,,,,Katja Appel,1
,,,,,,,,Timothy P. L. Roberts,1
,,,,,,,,Doug Owsley,1
,,,,,,,,Kelsea Johnson,1
,,,,,,,,Bradley Jack,1
,,,,,,,,Zhe Zhang,1
,,,,,,,,Paolo Fait,1
,,,,,,,,D. Harakal,1
,,,,,,,,Helen Smith,1
,,,,,,,,Holger Kern,1
,,,,,,,,Alessandra Ravetta,1
,,,,,,,,Lesley Rankin-Hill,1
,,,,,,,,M.A. Bravo,1
,,,,,,,,Rob McDonald,1
,,,,,,,,Anna Munaco,1
,,,,,,,,Camill Burden,1
,,,,,,,,Natalie Uziel,1
,,,,,,,,John Witt,1
,,,,,,,,Fatima Cardias Williams,1
,,,,,,,,Alexandra Flucker,1
,,,,,,,,Pasquale Cirillo,1
,,,,,,,,Kriya Krisnabai-Gitanjali,1
,,,,,,,,Genevieve Ryan,1
,,,,,,,,Regina Roth,1
,,,,,,,,Carmen Correa,1
,,,,,,,,Fabian Wahl,1
,,,,,,,,Krista Kerge,1
,,,,,,,,Jean Zimmer,1
,,,,,,,,Nina Schneider,1
,,,,,,,,Patricia M. Greenfield,1
,,,,,,,,Milen Milanov,1
,,,,,,,,Hyun-Binn Cho,1
,,,,,,,,Anna Vuorela,1
,,,,,,,,Norma Perez-Brena,1
,,,,,,,,Jacques Cremer,1
,,,,,,,,Jodi Pawluski,1
,,,,,,,,Thomas Widiger,1
,,,,,,,,Cristina Aelenei,1
,,,,,,,,Amanda Weathers-Meyer,1
,,,,,,,,Bearna,1
,,,,,,,,Jon Steinsson,1
,,,,,,,,Ellen Fitzsimmons-Craft,1
,,,,,,,,Max Kiener,1
,,,,,,,,R. Gillam,1
,,,,,,,,Sandra Wassermann,1
,,,,,,,,S. B. McKagan,1
,,,,,,,,Ciaran Rowe,1
,,,,,,,,Ed Becker,1
,,,,,,,,Elko Klijn,1
,,,,,,,,Ao Wang,1
,,,,,,,,Alan Rosevear,1
,,,,,,,,Lanny Thompson,1
,,,,,,,,Phillip Marucha,1
,,,,,,,,Ebony Nava,1
,,,,,,,,Manuel Santos Silva,1
,,,,,,,,Alyssa Huberts,1
,,,,,,,,Pamela Goldsmith,1
,,,,,,,,Jens Asendorpf,1
,,,,,,,,Savanna Santarpio,1
,,,,,,,,Rebecca Arbacher,1
,,,,,,,,Sainte Marguerite,1
,,,,,,,,Michele J. Gelfand,1
,,,,,,,,Lynne Doti,1
,,,,,,,,Judith Eidecker,1
,,,,,,,,K. Toivonen,1
,,,,,,,,Mars Chen,1
,,,,,,,,Cynthia Carrillo,1
,,,,,,,,Jakob De Haan,1
,,,,,,,,Nicola Giocoli,1
,,,,,,,,Danilo Silva,1
,,,,,,,,Deena Weisberg,1
,,,,,,,,Jim Sheffield,1
,,,,,,,,Teresa Senserrick,1
,,,,,,,,Dimitra Dodou,1
,,,,,,,,Victor Serge,1
,,,,,,,,Koichi Miyaki,1
,,,,,,,,Lara Aknin,1
,,,,,,,,Angelica Fischer,1
,,,,,,,,Gabriel Yoguel,1
,,,,,,,,Shankar Venkataraman,1
,,,,,,,,David Evans,1
,,,,,,,,Danilo Cavapozzi,1
,,,,,,,,Dimitri Courant,1
,,,,,,,,Lenka Matusikova,1
,,,,,,,,Russell Jame,1
,,,,,,,,Alexandra Rutherford,1
,,,,,,,,Angela Duckworth,1
,,,,,,,,Amy Atkins,1
,,,,,,,,Sabine Weinert,1
,,,,,,,,Laurent Lazar,1
,,,,,,,,Lori Wright,1
,,,,,,,,Brian O'Herin,1
,,,,,,,,Mathew Montoya,1
,,,,,,,,Mareike Engelberts,1
,,,,,,,,Herminia Ibarra,1
,,,,,,,,Sarah Johnstone Drucker,1
,,,,,,,,A. E. B.,1
,,,,,,,,Nga Nguy,1
,,,,,,,,Holly McCammon,1
,,,,,,,,Ulf Lundberg,1
,,,,,,,,Ruben Davila Martinez,1
,,,,,,,,R. Breslow,1
,,,,,,,,G. Balachandran,1
,,,,,,,,Aksel Olsen,1
,,,,,,,,Anne Krendl,1
,,,,,,,,Adam Kendon,1
,,,,,,,,Nicole Ouellette,1
,,,,,,,,Tony Barker,1
,,,,,,,,Kristen Kleman,1
,,,,,,,,Amanda Wurz,1
,,,,,,,,Jeanne Dayton,1
,,,,,,,,Matthew Pechey,1
,,,,,,,,Tiago Falcade,1
,,,,,,,,Lucy Jackson,1
,,,,,,,,Chia Scott Hsu,1
,,,,,,,,Courtney Hicks,1
,,,,,,,,Trevor Hart,1
,,,,,,,,Thales Zamberlan Pereira,1
,,,,,,,,Joy Bringer,1
,,,,,,,,J. Beckmeyer,1
,,,,,,,,Victoria Gilliland,1
,,,,,,,,James Onley,1
,,,,,,,,Daniel Maro,1
,,,,,,,,Lucy) Yan,1
,,,,,,,,"Katharina Kohler,and Lisa Marie Wagner",1
,,,,,,,,Christine Schultheiss,1
,,,,,,,,Qing Zhou,1
,,,,,,,,Marco Martini,1
,,,,,,,,Hatton,1
,,,,,,,,Katie Hermes,1
,,,,,,,,John Antonakis,1
,,,,,,,,Jan Koenderink,1
,,,,,,,,Chia-Wei Hsu,1
,,,,,,,,Kevin Larkin,1
,,,,,,,,Larsgoran Strandberg,1
,,,,,,,,Mehran Sharifi,1
,,,,,,,,Chi Le,1
,,,,,,,,Ulises Garcia Repetto,1
,,,,,,,,Fahreha Anjum,1
,,,,,,,,Sharon Walmsley,1
,,,,,,,,Kyun Kim,1
,,,,,,,,Christi Gomez,1
,,,,,,,,Muhammad Abdur Rahman Malik,1
,,,,,,,,Bert Molenkamp,1
,,,,,,,,Vera Zamagni,1
,,,,,,,,Jacq Jones,1
,,,,,,,,Edya Skolsky-Gilad,1
,,,,,,,,Andre Sammartino,1
,,,,,,,,Isabelle Barker,1
,,,,,,,,Josh Wilt,1
,,,,,,,,Justin Kagin,1
,,,,,,,,Sandra Yee,1
,,,,,,,,Antonino Giuffrida,1
,,,,,,,,Keijiro Otsuka,1
,,,,,,,,Charlotte Castle,1
,,,,,,,,Nicola Maaser,1
,,,,,,,,Mark Wexler,1
,,,,,,,,Stefanie Hoss,1
,,,,,,,,Vincent Comerford,1
,,,,,,,,Federico Barbiellini Amidei,1
,,,,,,,,Laura Copeland,1
,,,,,,,,Zaretsky,1
,,,,,,,,Andrea Papadia,1
,,,,,,,,Ti Tree,1
,,,,,,,,Filipe Leao Miranda,1
,,,,,,,,Taylor Rothman,1
,,,,,,,,Daniel Metzger,1
,,,,,,,,Amy McKinnon,1
,,,,,,,,Hyland,1
,,,,,,,,Terry Brathwaite,1
,,,,,,,,Antonio C. Henriques,1
,,,,,,,,Sini Kantola,1
,,,,,,,,Pictoright,1
,,,,,,,,Barbara Sbrolla,1
,,,,,,,,William L. Dunlop,1
,,,,,,,,Thomas De Rocchi,1
,,,,,,,,Albrecht Hirschmuller,1
,,,,,,,,Salvador Carmona,1
,,,,,,,,Pam Mohammed,1
,,,,,,,,E. Toussaint,1
,,,,,,,,Bryan Falk,1
,,,,,,,,Petko Petkov,1
,,,,,,,,Thomas Haigh,1
,,,,,,,,Dr. Munssinger,1
,,,,,,,,Simon Steinkamp,1
,,,,,,,,James H. Wirth,1
,,,,,,,,Robert Stollberg,1
,,,,,,,,L. Kassem,1
,,,,,,,,Laura Kelly,1
,,,,,,,,Robert Perry,1
,,,,,,,,Schulte,1
,,,,,,,,Jake Hodder,1
,,,,,,,,Denis Sosyura,1
,,,,,,,,Mala Mann,1
,,,,,,,,David Beck,1
,,,,,,,,Kenneth Riddle,1
,,,,,,,,Damon Jones,1
,,,,,,,,Rachel Reyna,1
,,,,,,,,Gracie Klumpp,1
,,,,,,,,Kyle Chard,1
,,,,,,,,Laurent Waroquier,1
,,,,,,,,Fiona Stacey,1
,,,,,,,,P.M. Kulkarni,1
,,,,,,,,Caitlin Higgins,1
,,,,,,,,Namkje Koudenburg,1
,,,,,,,,Michael P. Wilmot,1
,,,,,,,,David Varney,1
,,,,,,,,Melody Lim,1
,,,,,,,,Eva Aker,1
,,,,,,,,Carsten Schroder,1
,,,,,,,,Amy) Pei,1
,,,,,,,,Dinorah Martinez Tyson,1
,,,,,,,,Ms. Gallagher,1
,,,,,,,,Jonas Olson,1
,,,,,,,,Andre Wittmann,1
,,,,,,,,Dhruva Bhaskar,1
,,,,,,,,Farid Pazhoohi,1
,,,,,,,,Robert Sainsbury,1
,,,,,,,,Nic Flinkenflogel,1
,,,,,,,,M. Miller,1
,,,,,,,,Marit Hinnosaar,1
,,,,,,,,Helen Grant,1
,,,,,,,,Uwe Blien,1
,,,,,,,,Isabelle Parsons,1
,,,,,,,,Anna Stilz,1
,,,,,,,,Sue Ashford,1
,,,,,,,,Michael Wong,1
,,,,,,,,R. Nespoulet,1
,,,,,,,,Booseung Chang,1
,,,,,,,,Erin Smith,1
,,,,,,,,Emily Brown,1
,,,,,,,,Joseph Porter,1
,,,,,,,,Masako Yamamoto,1
,,,,,,,,Wiktor Budzinski,1
,,,,,,,,Naomi McKay,1
,,,,,,,,Elizabeth Morrison,1
,,,,,,,,Emma Belcher,1
,,,,,,,,Sharon Simonton,1
,,,,,,,,J. K. Tracy,1
,,,,,,,,Buitelaar,1
,,,,,,,,Varsha Swamy,1
,,,,,,,,Jane McAdam,1
,,,,,,,,Jonathan DeFreese,1
,,,,,,,,Hooker,1
,,,,,,,,Smith Jeune,1
,,,,,,,,Martin Andersson,1
,,,,,,,,Christina Tworek,1
,,,,,,,,Bo Sommerlund,1
,,,,,,,,Alica Hofelich Mohr,1
,,,,,,,,Louise Davidson-Schmich,1
,,,,,,,,Camila Pesse,1
,,,,,,,,Helge Hoel,1
,,,,,,,,Mary-Kelly Mulligan,1
,,,,,,,,Sarah Harrington,1
,,,,,,,,David Colander,1
,,,,,,,,Calin Scoggins,1
,,,,,,,,William G. Hayward,1
,,,,,,,,Ardy Susanto,1
,,,,,,,,Richard Adelstein,1
,,,,,,,,Dimitri Migrow,1
,,,,,,,,Martijn Huysmans,1
,,,,,,,,Jon Jong,1
,,,,,,,,Guilherme Ribeiro,1
,,,,,,,,Paul Craig,1
,,,,,,,,Maria Angela Dutra Ornellas,1
,,,,,,,,Veronica Hamilton,1
,,,,,,,,Heather Fuller,1
,,,,,,,,Sveriges Allmanna Utrikeshandelsforening,1
,,,,,,,,Siminski,1
,,,,,,,,Gregory McCarthy,1
,,,,,,,,Thomas Poguntke,1
,,,,,,,,Eliska Schuplerova,1
,,,,,,,,Steven van der Laan,1
,,,,,,,,Jim Quinn,1
,,,,,,,,Florian Blum,1
,,,,,,,,Susan L. Santangelo,1
,,,,,,,,Gaston Diaz,1
,,,,,,,,L. J. Simms,1
,,,,,,,,Ehrlich,1
,,,,,,,,Gabriel Tarriba,1
,,,,,,,,Rachael Robnett,1
,,,,,,,,Gerard Hoberg,1
,,,,,,,,Karlijn Blommers,1
,,,,,,,,Paula Jarzabkowski,1
,,,,,,,,Clare Mehta,1
,,,,,,,,Javier Butragueno,1
,,,,,,,,Kamil Saied,1
,,,,,,,,Laura M. Gonzales,1
,,,,,,,,Julie McClafferty,1
,,,,,,,,Manuel Scholz-Wackerle,1
,,,,,,,,Orlando Ghirardi,1
,,,,,,,,Emily Caddick Bourne,1
,,,,,,,,David Caplan,1
,,,,,,,,Kirsti Skovdahl,1
,,,,,,,,Cecil Curtwright,1
,,,,,,,,Philippa Walton,1
,,,,,,,,Cara Crisler,1
,,,,,,,,Billy Williams,1
,,,,,,,,Tina Pudack,1
,,,,,,,,K. Ostafin,1
,,,,,,,,Dylan Jones,1
,,,,,,,,Glyn Williams,1
,,,,,,,,Zoe Kinias,1
,,,,,,,,P. R. Moe,1
,,,,,,,,Susan Wolcott,1
,,,,,,,,Pierre Ahad,1
,,,,,,,,Christa Matthys,1
,,,,,,,,Heather Wardle,1
,,,,,,,,Knut Tarald Taraldsen,1
,,,,,,,,Mark Jenkins,1
,,,,,,,,Jerome de Boyer des Roches,1
,,,,,,,,Mohammed Bukenya,1
,,,,,,,,Bruno Locatelli,1
,,,,,,,,Jennifer Labrecque,1
,,,,,,,,Kathleen Powers,1
,,,,,,,,Jorgen Scheel-Kruger,1
,,,,,,,,N. B.,1
,,,,,,,,Charlie Chubb,1
,,,,,,,,Gregory Treverton,1
,,,,,,,,B. O. Pennington,1
,,,,,,,,Lindsey Johnston,1
,,,,,,,,Michele Hofmann,1
,,,,,,,,Olivia Cole,1
,,,,,,,,Alaa Albeayeyz,1
,,,,,,,,Marion Godman,1
,,,,,,,,Hannah Jackson,1
,,,,,,,,Meredith Senter,1
,,,,,,,,Lillian Mills,1
,,,,,,,,Yohanes,1
,,,,,,,,Anissa Amraoui,1
,,,,,,,,S. L.,1
,,,,,,,,Alyssa Israel,1
,,,,,,,,Stephen Stansfeld,1
,,,,,,,,Waki,1
,,,,,,,,Sam MacAulay,1
,,,,,,,,Donald Cox,1
,,,,,,,,Kenneth Arrow,1
,,,,,,,,Barbara Van Der Pol,1
,,,,,,,,Shelbie Sutherland,1
,,,,,,,,David Rast,1
,,,,,,,,M. Michele Daviau,1
,,,,,,,,Oliver Westerwinter,1
,,,,,,,,Tetsuchi Saito,1
,,,,,,,,Terry Howard,1
,,,,,,,,Song Lijie,1
,,,,,,,,Gary Dunbar,1
,,,,,,,,Gilad Livne,1
,,,,,,,,Tanya Kraljic,1
,,,,,,,,Laura Wang,1
,,,,,,,,Y. Zheng,1
,,,,,,,,Silvia Conca,1
,,,,,,,,Andrea Tancredi,1
,,,,,,,,Jasmine Lam,1
,,,,,,,,Samir Saadi,1
,,,,,,,,Kyle Harris,1
,,,,,,,,Amanda McDougald Scott,1
,,,,,,,,Mo Wang,1
,,,,,,,,Lauren Leeman,1
,,,,,,,,Jack P. Greene,1
,,,,,,,,Sharon Hanlon,1
,,,,,,,,David Lazarevic,1
,,,,,,,,Ian Cartwright,1
,,,,,,,,Kristof Hoorelbeke,1
,,,,,,,,Guyri Buzsaki,1
,,,,,,,,Jens Andersson,1
,,,,,,,,Zhenming Liu,1
,,,,,,,,Simon Abernethy,1
,,,,,,,,Ram Mudambi,1
,,,,,,,,Studly Auguste,1
,,,,,,,,Pankaj Jain,1
,,,,,,,,Dennis van Kampen,1
,,,,,,,,Bruce M.C. Campbell,1
,,,,,,,,Chelsea Jack,1
,,,,,,,,Joseph-Anael Lemieux,1
,,,,,,,,WW Lai,1
,,,,,,,,Magenta Silberman,1
,,,,,,,,An Brenner,1
,,,,,,,,Rene Lindstadt,1
,,,,,,,,Martina Mavrinac,1
,,,,,,,,Karl Wegscheider,1
,,,,,,,,Alex C. Michalos,1
,,,,,,,,Oyvind Norli,1
,,,,,,,,Jan Hughes,1
,,,,,,,,Jorgen Moller,1
,,,,,,,,Simon Davis,1
,,,,,,,,Marsha Weinraub,1
,,,,,,,,Alice Mueller,1
,,,,,,,,Thomas Christiano,1
,,,,,,,,Yueming Jia,1
,,,,,,,,Julia Strand,1
,,,,,,,,Federico Tadei,1
,,,,,,,,Han Changqing,1
,,,,,,,,Juan E. Ugarriza,1
,,,,,,,,Bucky Kilbourne,1
,,,,,,,,Andrea Hildebrandt,1
,,,,,,,,Hugo Klappenbach,1
,,,,,,,,Eva Gilboa-Schechtman,1
,,,,,,,,Jeremy Kirk,1
,,,,,,,,Brad Papworth,1
,,,,,,,,Anthony C. Ruocco,1
,,,,,,,,Sara Nada,1
,,,,,,,,Taylor Reid,1
,,,,,,,,Mark Himelfarb,1
,,,,,,,,Ferenc Janko,1
,,,,,,,,Steffen Bohm,1
,,,,,,,,Chelsea Krajcik,1
,,,,,,,,Lee Ohanian,1
,,,,,,,,Mary Hansen,1
,,,,,,,,C. E. Aguiar,1
,,,,,,,,Andreas Jansen,1
,,,,,,,,Taylor Kerelluke,1
,,,,,,,,Quetzal Class,1
,,,,,,,,Mila Dragojevic,1
,,,,,,,,Alix Duhaime-Ross,1
,,,,,,,,Helena Klimova,1
,,,,,,,,Charlie Ben Ayoun,1
,,,,,,,,Merideth Gattis,1
,,,,,,,,Kirsty Pemberton,1
,,,,,,,,Nate Baum-Snow,1
,,,,,,,,Clemens M. Lechner,1
,,,,,,,,Olle Krantz,1
,,,,,,,,Yann Joly,1
,,,,,,,,Gianmarco Altoe,1
,,,,,,,,E. Srinivas,1
,,,,,,,,Elena Castroviejo Miro,1
,,,,,,,,martin. kragh,1
,,,,,,,,Oscar Shatner,1
,,,,,,,,Mina Dailami,1
,,,,,,,,Don Lien,1
,,,,,,,,Eli Mollers Legat,1
,,,,,,,,Jo-Roxy Vaegen-Lloyd,1
,,,,,,,,Miguel A. Ferreira,1
,,,,,,,,Cheng Pei,1
,,,,,,,,L. T. v. E,1
,,,,,,,,Andreu Wilson,1
,,,,,,,,Austin Ross,1
,,,,,,,,Christoph Bohmert,1
,,,,,,,,Ernesto Calvo,1
,,,,,,,,Andres Erosa,1
,,,,,,,,Teena Purohit,1
,,,,,,,,Xie Yutao,1
,,,,,,,,Spencer McKay,1
,,,,,,,,Meredith Saletta,1
,,,,,,,,Shazia Islam,1
,,,,,,,,Melissa Salmon,1
,,,,,,,,Wilhelm,1
,,,,,,,,Anna Vossbeck-Elsebusch,1
,,,,,,,,Serena Fiacco,1
,,,,,,,,Nadya Hollahan,1
,,,,,,,,Tove Tullberg,1
,,,,,,,,Leigh Thompson,1
,,,,,,,,Zvetan Kircev,1
,,,,,,,,Bruce Mehler,1
,,,,,,,,Daniele Paserman,1
,,,,,,,,Jesse Rhodes,1
,,,,,,,,AlexanderMoradi,1
,,,,,,,,Richard Epstein,1
,,,,,,,,Dr Bauer,1
,,,,,,,,Rachel Kolko,1
,,,,,,,,Katja Rost,1
,,,,,,,,Torun Dewan,1
,,,,,,,,Virginia Hunt,1
,,,,,,,,Ryan Burden,1
,,,,,,,,Elena Katasonova,1
,,,,,,,,Murray,1
,,,,,,,,Maya A. Yampolsky,1
,,,,,,,,Mahmood Ezzamel,1
,,,,,,,,Jade Sarfati,1
,,,,,,,,Susan Kirkpatrick,1
,,,,,,,,Michael Esson,1
,,,,,,,,James England,1
,,,,,,,,L. Halada,1
,,,,,,,,Drew Anderson,1
,,,,,,,,Glenn Jampol,1
,,,,,,,,Slotkin,1
,,,,,,,,Gail Williams,1
,,,,,,,,Jung-Kyoo Choi,1
,,,,,,,,Jessica Morgan,1
,,,,,,,,Jeanette Strom Fjaere,1
,,,,,,,,Gian Maria Milesi-Ferretti,1
,,,,,,,,Stephanie Milan,1
,,,,,,,,Michael Notter,1
,,,,,,,,Joseph T. Mahoney,1
,,,,,,,,Otsouka,1
,,,,,,,,Maria Cruz,1
,,,,,,,,G. G. Fodor,1
,,,,,,,,Pranjul Sharma,1
,,,,,,,,Mathias Lerch,1
,,,,,,,,M. Milyavskaya,1
,,,,,,,,Tobias Brosch,1
,,,,,,,,Maria-Rosa Velazquez,1
,,,,,,,,Sonia Varma,1
,,,,,,,,Gabe Mathy,1
,,,,,,,,Randall Colvin,1
,,,,,,,,Michael Mair,1
,,,,,,,,Ariane Hegewisch,1
,,,,,,,,Paul Bays,1
,,,,,,,,Adam Bailey,1
,,,,,,,,Hirokazu Yoshikawa,1
,,,,,,,,Brendon O'Connor,1
,,,,,,,,Tim C. Kietzmann,1
,,,,,,,,Steven Ainsley,1
,,,,,,,,Brent Garza,1
,,,,,,,,Santi Furnari,1
,,,,,,,,Kathy Grisham,1
,,,,,,,,J. G. C.,1
,,,,,,,,Tess Levy,1
,,,,,,,,Michael R. Gionfriddo,1
,,,,,,,,Alina Denham,1
,,,,,,,,Emily Sevigne,1
,,,,,,,,Kevin McNicholl,1
,,,,,,,,Selin Dilli,1
,,,,,,,,Ruth Salter,1
,,,,,,,,Grayden J. F. Solman,1
,,,,,,,,Ysseldyk,1
,,,,,,,,L. Castro,1
,,,,,,,,Ang Wan Ting,1
,,,,,,,,Nina Waddell,1
,,,,,,,,Angela Cheung,1
,,,,,,,,Blaise Lallathin,1
,,,,,,,,Katia Zhuravskaya,1
,,,,,,,,Akira Omaki,1
,,,,,,,,M. Streicher,1
,,,,,,,,Nemit Shroff,1
,,,,,,,,Dan V. Iosifescu,1
,,,,,,,,Alison Gill,1
,,,,,,,,Alan Duboisee,1
,,,,,,,,Beverley Vickers,1
,,,,,,,,Sunil Bhar,1
,,,,,,,,Juan Manuel Cerda,1
,,,,,,,,R. Titiunik,1
,,,,,,,,Carmen Gee,1
,,,,,,,,Christoph Huber-Huber,1
,,,,,,,,Rolinde de Haan,1
,,,,,,,,Federico Finchelstein,1
,,,,,,,,Russell Powell,1
,,,,,,,,Alix Burks,1
,,,,,,,,Paul K.,1
,,,,,,,,Alyssa Ailion,1
,,,,,,,,Winnifred Sullivan,1
,,,,,,,,David Criger,1
,,,,,,,,Robin McRoberts,1
,,,,,,,,Patrick Lapierre,1
,,,,,,,,Zhenhong Wang,1
,,,,,,,,Ursula Wokoeck,1
,,,,,,,,Anne Foreman,1
,,,,,,,,Knut Gerlach,1
,,,,,,,,Dov Eden,1
,,,,,,,,Ricardo Gonc,1
,,,,,,,,Kerim Munir,1
,,,,,,,,Louise Hawkley,1
,,,,,,,,Whan Cho,1
,,,,,,,,Justin duRivage,1
,,,,,,,,Zhong Linggu,1
,,,,,,,,Marcel Thum,1
,,,,,,,,David Bearce,1
,,,,,,,,David Birks,1
,,,,,,,,Lars Kaczmirek,1
,,,,,,,,Wiebke Keim,1
,,,,,,,,Titilola Akande,1
,,,,,,,,Eda Adilak,1
,,,,,,,,Stone Shi,1
,,,,,,,,Graciela Fainstein Lamuedra,1
,,,,,,,,Kathryn Campbell-Kibler,1
,,,,,,,,Adriana Szuta,1
,,,,,,,,Choong-Yuel Yoo,1
,,,,,,,,Addiopizzo,1
,,,,,,,,Raphael Winkelmann,1
,,,,,,,,R. Alvaro,1
,,,,,,,,Senka Bozic-Vrbancic,1
,,,,,,,,Charlotte Chun,1
,,,,,,,,Manfred Elsig,1
,,,,,,,,Vladimir Miskovic,1
,,,,,,,,Xavier Cusso,1
,,,,,,,,Yuanzhen Li,1
,,,,,,,,Jayanta Sarkar,1
,,,,,,,,Li Xinyao,1
,,,,,,,,Roderick S. Hooker,1
,,,,,,,,Leanda Gahegan,1
,,,,,,,,Mariana Carrera,1
,,,,,,,,Johannes Stroebel,1
,,,,,,,,Bill Rees,1
,,,,,,,,Peter Zwanzger,1
,,,,,,,,Jochen Reb,1
,,,,,,,,Yangmei Luo,1
,,,,,,,,Lu Wang,1
,,,,,,,,Isabel dos Guimaraes Sa,1
,,,,,,,,Angelo Fanelli,1
,,,,,,,,Jon Heron,1
,,,,,,,,Charles Camic,1
,,,,,,,,Mary Kestler,1
,,,,,,,,Joshua A. Solomon,1
,,,,,,,,Sorcha O'Brien,1
,,,,,,,,Phyllis Resnick,1
,,,,,,,,Morris Teubal,1
,,,,,,,,Carlos Chiapa,1
,,,,,,,,Tina Moffat,1
,,,,,,,,Abdou Khadre Gueye,1
,,,,,,,,Sarah Lambert-Gates,1
,,,,,,,,Maria Guth,1
,,,,,,,,Koji Sakai,1
,,,,,,,,Darcy Balaban,1
,,,,,,,,Mikki Hebl,1
,,,,,,,,Sergei Deogtev,1
,,,,,,,,Emma Edelman Levine,1
,,,,,,,,Charles van Marrewijk,1
,,,,,,,,Norma Giles,1
,,,,,,,,Isabelle Devos,1
,,,,,,,,Juzhe Xi,1
,,,,,,,,Sara Dewachter,1
,,,,,,,,Charlene Zeitsma,1
,,,,,,,,Myunggoon Choi,1
,,,,,,,,Daniel A. Rogers,1
,,,,,,,,Natalia Gutierrez,1
,,,,,,,,Edward Nelson,1
,,,,,,,,Ajay Kumar,1
,,,,,,,,Iris Agmon,1
,,,,,,,,Geraldo Lustosa,1
,,,,,,,,Raelene Monahan,1
,,,,,,,,Felix Thoemmes,1
,,,,,,,,Sviluppumbria S.p.A,1
,,,,,,,,Jean-Pascal Gond,1
,,,,,,,,Allison Cohn,1
,,,,,,,,Bhavani Raman,1
,,,,,,,,Sally Fenton,1
,,,,,,,,Thorburn McAlister,1
,,,,,,,,Della Reilly,1
,,,,,,,,Peter Moser,1
,,,,,,,,Darren Boss,1
,,,,,,,,Carsten Konrad,1
,,,,,,,,Tyan Parker Dominguez,1
,,,,,,,,Olli-Pekka Moisio,1
,,,,,,,,Kathryn Mason,1
,,,,,,,,Wenlong Li,1
,,,,,,,,Cathy Matson,1
,,,,,,,,James Oldham,1
,,,,,,,,Claudia Marrano,1
,,,,,,,,Johannes Paulmann,1
,,,,,,,,Vannessa Hearman,1
,,,,,,,,Luciene Carris Cardoso,1
,,,,,,,,Alex Manning,1
,,,,,,,,Nicholas Wade,1
,,,,,,,,Shuqi Li,1
,,,,,,,,Lisa-Sophie Hemersam,1
,,,,,,,,Tang Ke,1
,,,,,,,,Gianandrea Ferrari,1
,,,,,,,,Daniela Pauknerova,1
,,,,,,,,Daniel Miller,1
,,,,,,,,Karim Chatouani,1
,,,,,,,,Vaclav Zd'arek,1
,,,,,,,,L. Teixeira,1
,,,,,,,,Scott Irwin,1
,,,,,,,,Charlotte Vaassen,1
,,,,,,,,Jack Grieve,1
,,,,,,,,Prof Connor,1
,,,,,,,,Lisa Mackenzie,1
,,,,,,,,Tim Brady,1
,,,,,,,,Priscila Reis Kahwage,1
,,,,,,,,Ken Sylvester,1
,,,,,,,,Kostadis Papaioannou,1
,,,,,,,,Maria Velez,1
,,,,,,,,Enrique Llopis AgeIan,1
,,,,,,,,Elizabeth Yuko,1
