MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
,,,,,,National Institute of Nursing Research Ruth L. Kirschstein National Research Service Award for Individual Predoctoral Fellows in Nursing Research,1.0,Chris Liu,2
,,,,,,"Science and Technology Planning Project of Guangdong Province, China",1.0,Alejandro de la Fuente,2
,,,,,,Research Council of Norway FRIPRO-Toppforsk,1.0,Deary and Brett,2
,,,,,,Royal British Legion,1.0,James Krueger,2
,,,,,,French ANR,1.0,Stefan Tornack,2
,,,,,,Ag?ncia de Gesti,1.0,Edward Maibach,2
,,,,,,Michigan Department of Environmental Quality,1.0,Annemarie Wolff,2
,,,,,,Portuguese Society of Health Psychology,1.0,Michael Brownstein,2
,,,,,,West Yorkshire Archive Service,1.0,Mas Odis,2
,,,,,,"Extension Centre, Department of Planning & Investment, Department of Statistics",1.0,Andres Mora-Valencia,2
,,,,,,Fellowships for Prospective and Advanced Researchers,1.0,Keith Conrad,2
,,,,,,Maternal and Child Health Bureau (MCHB) of the U.S. Department of Health and Human Services,1.0,Julien Forder,2
,,,,,,National Institute on Aging Training Grant,1.0,Ian Davis,2
,,,,,,Flemish Cancer League,1.0,Anna Vignoles,2
,,,,,,Unidade de Estudos sobre Complexidade e Economia,1.0,Jeremy Quattlebaum,2
,,,,,,Horizon Digital Economy Research,1.0,MAGDALENA WOJCIESZAK,2
,,,,,,Canadian Institutes of Health Research and Ontario Women's Health Council,1.0,Sergio Firpo,2
,,,,,,Luminus,1.0,Yongcheol Shin,2
,,,,,,Humanities and Social Science Foundation of Ministry of Education of China for Young Scholars,1.0,Vanessa Hildebrand,2
,,,,,,Fulbright Center,1.0,Sarah Brennenstuhl,2
,,,,,,Tokyo Fisheries Promotion Foundation,1.0,Mika Kivimaki,2
,,,,,,Aide financiere CEDIES,1.0,Linda Wu,2
,,,,,,William Nelson Cromwell Foundation,1.0,Martin Hellwig,2
,,,,,,MINECO PSI2015-73111-EXP,1.0,Virbickaite,2
,,,,,,Chartered Institute of Transport and Logistics New Zealand,1.0,Gillian Hooker,2
,,,,,,ADG,1.0,Sharon Norris-Shelton,2
,,,,,,FWO (Fund for Scientific Research)-Flanders (Belgium,1.0,Kerry-Ann Lee,2
,,,,,,Office of Research Infrastructure Programs (ORIP) of the National Institutes of Health (NIH),1.0,Fred Buttell,2
,,,,,,Malawi National AIDS Commission,1.0,Ravi Ahuja,2
,,,,,,Georgia Cancer Coalition,1.0,Mihaela Stangu,2
,,,,,,ONS,1.0,Valerie Jenness,2
,,,,,,Caja de Ahorros de la Inmaculada (CAI [Savings Bank of Aragon]),1.0,Celine Gremaud,2
,,,,,,Associated Medical Services,1.0,B. Shepherd,2
,,,,,,Hyundai Hope on Wheels Scholar,1.0,Tran Nhat Quang,2
,,,,,,Natural Science Foundation for Distinguished Young Talents of Guangdong,1.0,Mrs Deola,2
,,,,,,"TUBITAK, Turkey",1.0,Dr. Wingood,2
,,,,,,Universite Europeenne du Travail,1.0,Michelle Lowes,2
,,,,,,"British Library, London",1.0,Glen Rangwala,2
,,,,,,National Institute of Statistics of Uruguay,1.0,Eric Uhlmann,2
,,,,,,Mead Swing Lectureship Fund,1.0,Kristin B. Sandvik,2
,,,,,,Australian Research Council Discovery Early Researcher Award Fellowship,1.0,J. Taylor Scott,2
,,,,,,Brittany Region,1.0,Isabelle Hafner,2
,,,,,,Finnish Savings Banks Group Research Foundation,1.0,Barbara Young Welke,2
,,,,,,HEC Foundation,1.0,Pablo Garcia Briosso,2
,,,,,,Canadian Automobile Association,1.0,M. Doepke,2
,,,,,,PWA,1.0,Anelis Kaiser,2
,,,,,,Philosophy and Social Sciences Major Research Project of the Ministry of Education in China,1.0,Terence Wood,2
,,,,,,Vancouver General Hospital,1.0,Waiora Port,2
,,,,,,FESIDE,1.0,D. W. Baker,2
,,,,,,Maciel FE,1.0,B. Winterhalder,2
,,,,,,Postgraduate Education Foundation,1.0,Bernd Schnatz,2
,,,,,,Fondazione Ambrosiana per la Vita,1.0,Jim Jordan,2
,,,,,,Irish Medical Evaluation Board,1.0,Magali Noel-Linnemer,2
,,,,,,Sabah Forest Department (SFD),1.0,Marilyn McHugh,2
,,,,,,"Brazilian fostering agency Higher Education Personnel Training Coordination (CAPES), Sao Paulo",1.0,Abolghasem Rahimi Anaraki,2
,,,,,,European Journal of History of Economic Thought,1.0,Junichi Sakamoto,2
,,,,,,Illinois Department of Transportation (IDOT),1.0,Hili Giladi,2
,,,,,,Foundation for Advancement of International Medical Education and Research (FAIMER),1.0,Tuntiak Katan,2
,,,,,,Centre for Research and Evidence on Security Threats,1.0,Kelley Lee,2
,,,,,,Gottfried Wilhelm Leibniz Prize,1.0,Benito Arrunada,2
,,,,,,LCSR Russian Government,1.0,Edgar Kiser,2
,,,,,,Nuala McGann Drescher Award,1.0,Ulises Hernandez Pena,2
,,,,,,"Qatar National Research Fund, Qatar",1.0,Elissar Harati,2
,,,,,,China Ministry of Education - Humanities and Social Sciences General Research Project,1.0,Jay Sethuraman,2
,,,,,,Albert Schweitzer Fellowship,1.0,Chao Cao,2
,,,,,,ARO Contract,1.0,Jon Williamson,2
,,,,,,Eaton Rapids Public Schools,1.0,Seble G Kassaye,2
,,,,,,Malte Friese,1.0,Element Eclipse,2
,,,,,,Consortium on Individual Development (CID),1.0,Tsegaye Bekele,2
,,,,,,National Intelligence Council,1.0,Elizabeth McDermott,2
,,,,,,Polish Literature,1.0,Grzegorz Ekiert,2
,,,,,,ACKD,1.0,Malvika Maheshwari,2
,,,,,,South West Impact of Multiple Sclerosis (SWIMS),1.0,Amy Kirby,2
,,,,,,Corporate Reporting Chair,1.0,Bob Bates,2
,,,,,,state of Saxony - Anhalt,1.0,Zoe Cummings,2
,,,,,,Ajuts Universitaris i de Recerca,1.0,Renaud Boulanger,2
,,,,,,Roadmap Initiative,1.0,Jing Shaw,2
,,,,,,Wetenschappelijk Onderzoek van de Tropen en Ontwikkelingslanden 16,1.0,Ricardo Hurtubia,2
,,,,,,Pilot Projects in Aging,1.0,P. de Donder,2
,,,,,,Innovative Curriculum for Strong Identities in Diverse Europe (INSIDE),1.0,Ehsan Khajeh,2
,,,,,,Seminario Internacional,1.0,Hoi,2
,,,,,,Pears Foundation,1.0,Francis Levira,2
,,,,,,first Medical Research Council of Canada),1.0,Carlo Altavilla,2
,,,,,,Socio-economic Sciences and Humanities programme,1.0,Nicholas Sheard,2
,,,,,,"Spanish Ministry of Science, Education and Innovation",1.0,Charles M. Super,2
,,,,,,UPR-CHA Research Center of Excellence,1.0,Kristopher J. Preacher,2
,,,,,,CARF (Center for Advanced Research in Finance),1.0,Helen Barayuga,2
,,,,,,Dutch Parkinson's Disease Association,1.0,Tim Bale,2
,,,,,,Alexander S. Onassis Public Benefit Foundation G,1.0,Sarah Skerratt,2
,,,,,,"Psychiatry, Nursing and Midwifery Research Ethics Subcommittee",1.0,Sanjit Dhami,2
,,,,,,EU (Marie Curie,1.0,Kalissa Alexeyeff,2
,,,,,,12th Five-Year Plan Research Grant of Jiangsu Education Science,1.0,Michala Iben Riis-Vestergaard,2
,,,,,,35NEURO GentxGent,1.0,Todd Gibson,2
,,,,,,"Ciencia e Tecnologia, Portugal",1.0,Eva Lutkebohmert,2
,,,,,,Peter Wall Solutions Initiative program,1.0,Dr Nunes,2
,,,,,,Bank of England Archive (BoE),1.0,Estelle Cantillon,2
,,,,,,"Ministries of Education, Culture and Sports, and Education and Science of the Government of Spain",1.0,Juan Pablo Barba Martin,2
,,,,,,Higher Education Foundation,1.0,Matt Carlson,2
,,,,,,UCSD Academic Senate Grant,1.0,Rosanna Lush McCrum,2
,,,,,,Evergreen Invitational Women's Health Grants Initiative,1.0,Richard Dennis,2
,,,,,,Lyckaki-Young Fund from the State of Michigan,1.0,Hayne Leland,2
,,,,,,"Biomedical Laboratory Research Program, Department of Veterans Affairs Puget Sound Health Care System",1.0,Charles Rotimi,2
,,,,,,Department of Veterans Affairs Office of Academic Affiliations HSR,1.0,Rhonda Christman,2
,,,,,,Extreme Science and Engineering Discovery Environment (XSEDE),1.0,David Madden,2
,,,,,,Fetzer Institute,1.0,Ginny' Bowen,2
,,,,,,New York State Department of Health,1.0,Wenyuan Wang,2
,,,,,,Hungarian Academy of Sciences' Lendulet,1.0,Alexandra Reyes,2
,,,,,,NASA's Small Business Innovation Research and Small Business Technology Transfer (SBIR/STTR),1.0,Diego Iturralde,2
,,,,,,Institutional Support Programme,1.0,John Monahan,2
,,,,,,"Children's Hospital Foundation (Queenlsand, Australia)PhD Scholarship Top-Up",1.0,Yotam Margalit,2
,,,,,,non-governmental organization Vetenskap & Allmanhet (Public and Science),1.0,M. Dillon,2
,,,,,,European Join Action on Antimicrobial Resistance and Healthcare-Associated Infections,1.0,John A. Fairbank,2
,,,,,,STTOBS,1.0,Rehema Mukiri,2
,,,,,,CIEC (Research Centre on Child Studies),1.0,H. Chan,2
,,,,,,National Care for the Elderly Program,1.0,Ruth S. Reiner,2
,,,,,,CIHR Training Grant in Population Intervention for Chronic Disease Prevention: A Pan-Canadian Program,1.0,Paul Jordan,2
,,,,,,DHS,1.0,Sarah van Walsum,2
,,,,,,"Federal Department for Justice and Police, Switzerland",1.0,Max-Weber-Kolleg,2
,,,,,,Weissman Center for International Business,1.0,A. Solda,2
,,,,,,Provincia autonoma of Trento,1.0,Walquiria Orozco,2
,,,,,,Society for Experimental Biology (SEB),1.0,Mike Parker,2
,,,,,,Social Sciences Division,1.0,Phillip Fucella,2
,,,,,,John Merck Scholars Fund,1.0,C. Hill,2
,,,,,,Czech National Bank Research,1.0,Samuel Asiedu Owusu,2
,,,,,,EU-FP7 project emBRACE,1.0,Ayodele Iretiayo,2
,,,,,,Research and Innovation Programs of the European Union,1.0,David Cesarini,2
,,,,,,Feodor-Lynen Program of the Alexander-von-Humboldt Foundation,1.0,Dale Griffin,2
,,,,,,Spanish Ministry of Economy and Competitiveness-National Programme of Research Aimed at the Challenges,1.0,Maria Hagias,2
,,,,,,MEC/MINECO,1.0,Belisle-Pipon,2
,,,,,,Gilbert F. White Fellowship,1.0,Suzanne Duryea,2
,,,,,,State Culture Capital Foundation (SCCF in Latvia),1.0,Jeff Fleisher,2
,,,,,,Slovenian Research Agency (ARRS),1.0,Scarlett Jones,2
,,,,,,NWO (Netherlands Organisation for Scientific Research) VIDI,1.0,Samantha Qualkenbush,2
,,,,,,Tobacco Settlement Funds,1.0,Myo Myat,2
,,,,,,Ann-Mari Ahlqvist Foundation,1.0,Franciscus Chrismanto Simamora,2
,,,,,,T32 Research Fellowship,1.0,May Htike,2
,,,,,,Mitacs,1.0,Ann Way,2
,,,,,,National Library of Ireland,1.0,E. A. Stuart,2
,,,,,,National Foundation of China,1.0,Marcel Hoogzaad,2
,,,,,,Healthway Health Promotion Research Project,1.0,Dr Valera,2
,,,,,,Fundamental Research Funds for State Key Laboratory of Synthetical Automation for Process Industries,1.0,Rachel Houston,2
,,,,,,National Institute for Health Research (NIHR) Specialist Biomedical Research Centre for Mental Health,1.0,Zibulnessa Alam,2
,,,,,,HR Division of the Academy of Management,1.0,Joanne Kerr,2
,,,,,,Year 2009 Guangdong Philosophical and Social Science Project,1.0,Kate Sherren,2
,,,,,,Junior Research Group MigSoKo,1.0,Halvard Leira,2
,,,,,,Lake District National Park,1.0,Daniel M Sheehan,2
,,,,,,ACE-Bio network,1.0,Gerda Claeskens,2
,,,,,,Johann Jacobs Foundation,1.0,Alicia Suchicital,2
,,,,,,"CONICYT, Chile",1.0,Wil Martens,2
,,,,,,Tianjin Key Technology R&D Program,1.0,Kamil Filipek,2
,,,,,,Cognitive Science and Technologies Council of Iran,1.0,Nadia Ammar,2
,,,,,,Archive Historique Paribas,1.0,Anne Makikangas,2
,,,,,,Templeton Foundation Positive Psychology Young Scholars,1.0,Rachmania P. Wardhani,2
,,,,,,National League for Nursing Research Grant,1.0,Jurgen Willems,2
,,,,,,Institute for Educational Sciences (IES),1.0,Amelie Petit,2
,,,,,,Major Project for Key Research Institutes of Humanities and Social Sciences of the Ministry of Education of China,1.0,Raewyn Connell,2
,,,,,,"Scottish Higher Education Enhancement Committee (SHEEC) QAA Enhancement Theme: Developing & Supporting the Curriculum, Phase 3",1.0,Naomi Ellemers,2
,,,,,,Diana Helis Henry Medical Research Foundation,1.0,I. Sutherland,2
,,,,,,Genetics and Human Agency,1.0,Adrian van Breda,2
,,,,,,Finnish Centre of Excellence in Historical Research,1.0,Yusuke Arai,2
,,,,,,"Chair Sustainable Finance and Responsible Investment (chair FDIR, Toulouse-IDEI",1.0,Joshua C.C. Chan,2
,,,,,,Arts and Humanities Research Council's Midland3Cities Doctoral Training Programme,1.0,Finbar Benjamin,2
,,,,,,Centre for Accident Research and Road Safety-Queensland (CARRS-Q),1.0,Catherine Sofer,2
,,,,,,Sylvan Learning,1.0,Hana Nielsen,2
,,,,,,International Postdoctoral Fellowship/232083,1.0,Lilibeth Flores,2
,,,,,,Dame T. Sadder Foundation,1.0,Benedikt Englert,2
,,,,,,Archimedes Foundation,1.0,Charles Hilliard,2
,,,,,,Foundation for Strategic Environmental Research (MISTRA),1.0,Adrian Sutton,2
,,,,,,Programa de Doutorado Sanduiche,1.0,Peter Saunders,2
,,,,,,Bank of France's Monetary Policy Research Division,1.0,Graham W. Hill,2
,,,,,,Hungarian National Scientific Research Fund,1.0,Roberta Moto,2
,,,,,,National Cancer Institute (NCI) Office of Communication and Education,1.0,Maureen Ittig,2
,,,,,,National Cancer Institute Award,1.0,Judith Treas,2
,,,,,,Foundation of Hope,1.0,Elizabeth DiNenno,2
,,,,,,"Provincial Secretariat for Science and Technological Development of Vojvodina Province, the Republic of Serbia",1.0,Puleng Ramphalla-Phatela,2
,,,,,,Joel Toivola Foundation,1.0,Kyusang Yu,2
,,,,,,Future of Europe,1.0,Yuval Zolotov,2
,,,,,,Sub-Saharan African Medical Schools Study (SAMSS),1.0,Ann Harrison,2
,,,,,,Messier Memorial Fund,1.0,Diana Idarraga Rico,2
,,,,,,Norwegian Social Research (NOVA),1.0,Priscilla Stone,2
,,,,,,Centre for Road Safety (Transport for NSW),1.0,Bill Chopik,2
,,,,,,The Swedish Bank of Tercentenary Foundation,1.0,Sigrid Seutens,2
,,,,,,Fogarty International Center/National Institutes of Health (NIH),1.0,Wendy Lo,2
,,,,,,Chateaubriand Fellowship,1.0,Anita Rachlis,2
,,,,,,"Muessig & Bauermeister, Co-PIs",1.0,Randy Maestas,2
,,,,,,7th Framework Programme (FP7 2007-2013),1.0,Gilda Mendez,2
,,,,,,Tourism Planning,1.0,Justin Sandefur,2
,,,,,,FrontCog,1.0,Gayatri Jainagaraj,2
,,,,,,"Summer Student Works, Government of Saskatchewan",1.0,Angela Bies,2
,,,,,,Honda Rider Training Australia,1.0,Waltraud Schelkle,2
,,,,,,Portuguese Agency for Scientific Research,1.0,Angela Angulo,2
,,,,,,NIH-NICHD,1.0,Baker alumna,2
,,,,,,ISSBD-JF Mentored Fellowship Program for Early Career Scholars,1.0,Giovanni Ferri,2
,,,,,,"Guangdong Department of Education, China",1.0,Gunay Ismayilova,2
,,,,,,Shanda Independent Innovation Fund,1.0,Eric Anderson,2
,,,,,,New Approaches to the Social Dynamics of Long-term Fertility Change,1.0,Ralph J. DiClemente,2
,,,,,,New Zealand Transport Agency,1.0,Hannu Salmi,2
,,,,,,Research Leader Award,1.0,Benta Aloo,2
,,,,,,U.S. Department of Homeland Security (DHS) Scholarship Program,1.0,Agragamee,2
,,,,,,National Education Science Key Research Project,1.0,Karen Linwood,2
,,,,,,National Center for Complementary & Integrative Health (NCCIH) of the National Institutes of Health (NIH,1.0,Jos van Ommeren,2
,,,,,,XREPP (Generalitat de Catalunya),1.0,Liam Voice,2
,,,,,,NRL Postdoctoral Fellowship Program,1.0,Louise Genereux,2
,,,,,,Royal Geographical Society-Institute of British Geographers,1.0,Reinhard Schumacher,2
,,,,,,World Animal Protection,1.0,Haitao Li,2
,,,,,,Psi Chi National Honor Society,1.0,John Williamson,2
,,,,,,Chinese Association of Higher Education,1.0,Sarah Hong,2
,,,,,,USAID Office of HIV/AIDS and Population and Family Planning,1.0,Jean-Claude Barbier,2
,,,,,,MICINN-FEDER,1.0,Benic Amankwaa,2
,,,,,,"Gravitation programme of the Dutch Ministry of Education, Culture, and Science",1.0,Tom Pegram,2
,,,,,,Familie Mehdorn Stiftung,1.0,Fiona Schick,2
,,,,,,Purchasing European Alliance for Knowledge),1.0,Jenna van Draanen,2
,,,,,,SB Fellowship of the Research Foundation-Flanders (FWO),1.0,Amanda Griffin,2
,,,,,,Gopher Sports,1.0,Toumbourou,2
,,,,,,Fund for the Promotion of Young Scholars (FAN) of the Zurcher Universitatsverein.,1.0,BenGreiner,2
,,,,,,COR Research Fellowship,1.0,Fred Crouzat,2
,,,,,,Fundacao para a Ciencia e a Tecnologia BPD/26479/2006,1.0,Amanda Lehning,2
,,,,,,DCU Office of Vice President for Research Business Innovation Platform,1.0,Lisa M. DeBruine,2
,,,,,,cual es su verdadera dimension,1.0,Rebekah Lewis,2
,,,,,,JMD,1.0,C. A. Marczinski,2
,,,,,,Language Learning Dissertation Grant,1.0,Rosa Yi,2
,,,,,,Marie-Heim-Vogtlin Fellowship,1.0,D. Prior,2
,,,,,,Consejo Federal de Inversiones (CFI),1.0,Nicole Immorlica,2
,,,,,,SfAA Board of Directors,1.0,Mona Lynch,2
,,,,,,Ben Dov Foundation,1.0,James Hartzell,2
,,,,,,British Columbia Ministry of Public Safety,1.0,Robert Mocharnuk,2
,,,,,,British Psychological Society (Psychobiology Section),1.0,Katie Hasson,2
,,,,,,WOGYMARKET-Workers,1.0,Lori Watson,2
,,,,,,LVK,1.0,Carmel Scharenbroich,2
,,,,,,Army of Angels,1.0,Stephanie Eckman,2
,,,,,,Wisconsin Department of Corrections,1.0,Suparna Choudhury,2
,,,,,,National Personnel Records Center,1.0,Linda Hogan,2
,,,,,,"Department of Mental Health and Substance Abuse (MSD), WHO (Geneva, Switzerland)",1.0,Ming-Hsiang Chen,2
,,,,,,Energy and Resources Group,1.0,Jord Hanus,2
,,,,,,Dutch Brain Foundation,1.0,Christine Ricks,2
,,,,,,Mary Stephenson Fund,1.0,Eni Enrico Mattei,2
,,,,,,Marianne Reinisch Foundation,1.0,Valerie Moller,2
,,,,,,UWM intramural funds,1.0,Yiannis Papadakis,2
,,,,,,"U.S. Geological Survey, Greater Everglades Priority Ecosystem Science program",1.0,Osman Savaskan,2
,,,,,,Zhejiang province,1.0,X. Cheng,2
,,,,,,Hangzhou Social Science Project for Developing High Calibre Youth Talent,1.0,Tim Alston,2
,,,,,,Dartmouth/UMass/UVM Collaborative Research Grant Award Program,1.0,Naomi Gerstel,2
,,,,,,International Foundation for Education (ISEF),1.0,Apoorva Aekka,2
,,,,,,Queensland Department of Justice,1.0,Kevin Hu,2
,,,,,,Endangered Languages Documentation Program,1.0,Beth Miranda,2
,,,,,,"Ministry of National Education and Culture, Northern Cyprus",1.0,Honorati Masanja,2
,,,,,,Shenzhen Municipal Education Commission,1.0,Bronwyn Wolski,2
,,,,,,socialist economy,1.0,Abigail Scholer,2
,,,,,,SSRHC Doctoral Canada Graduate Scholarship,1.0,Ann Chun,2
,,,,,,"McCusker Charitable Foundation, Perth Western Australia",1.0,Eliza Loomis,2
,,,,,,Ministry of Women's Affairs,1.0,Keith Crnic,2
,,,,,,"Ministerio de Educacion, Spain)",1.0,Wayne Gao,2
,,,,,,Konrad Adenauer Award,1.0,Kanako Goulding-Hotta,2
,,,,,,Industrial Relations Research Trust,1.0,Michael Gertler,2
,,,,,,Centre for International Forestry Research (CIFOR),1.0,Gabi Cicu,2
,,,,,,Steno Diabetes Center,1.0,Manfred Deistler,2
,,,,,,Sakteng Wildlife Sanctuary and Tourism Council of Bhutan,1.0,Daniel Cardoso,2
,,,,,,Xerox Research Center in Europe (XRCE),1.0,William Meyer,2
,,,,,,Social Science Fund for Education,1.0,Rachel Johnson,2
,,,,,,Summer Research Scholarships Grant,1.0,Minjoo Kim,2
,,,,,,U.S. Securities and Exchange Commission,1.0,Wendy Larson,2
,,,,,,Se obtuvo la aprobacion de los requisitos eticos de la Escuela de Ciencias Politicas y Sociales de la Universidad de Edimburgo para realizar el estudio. Quisiera dar las gracias,1.0,Juan Vidal,2
,,,,,,Gebieds Bureau Gedrags- en Maatschappijwetenschappen (GB-MaGW),1.0,Ellen Goddard,2
,,,,,,KHC,1.0,Danielle Benmordecai,2
,,,,,,American Historical Association Conference on Latin American History,1.0,Fay Hutton,2
,,,,,,National Natural Science Foundation of China for Youth,1.0,Anas Abdallah,2
,,,,,,Social Sciences and Humanities Youth Foundation of Ministry of Education,1.0,Manlio Cinalli,2
,,,,,,Tanzania Partnership Program (TPP),1.0,Alexander von Humboldt-Stiftung,2
,,,,,,Fondazione Europea di Ricerca Biomedica,1.0,Laura Kaplan,2
,,,,,,Dutch Association for Behavioral and Cognitive Therapy,1.0,Olga Itenberg,2
,,,,,,Canadian Natural Science and Engineering Research Council (NSERC),1.0,Ben-Shang Chang,2
,,,,,,Ministry of Innovation Science and Research of North Rhine Westphalia Germany (MIWF),1.0,Emilio Gomez-Deniz,2
,,,,,,AGE WELL Network of Centres of Excellence,1.0,Krisztina Fehervary,2
,,,,,,Grant-in-Aid for Scientific Research on Innovative Areas (Research in a Proposed Research Area),1.0,Nick Buck,2
