MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
,,,,,,National Academy of Sciences of Azerbaijan,1,Muqing DENG,1.0
,,,,,,Kempe Foundation of Sweden,1,Kevin Alex Mathew,1.0
,,,,,,NTU-A*STAR Silicon Technologies Centre of Excellence,1,Steve Hutsell,1.0
,,,,,,Regional Operational Programme Ionian Islands,1,Jose Miguel Espadero,1.0
,,,,,,Natural Resources Canada,1,Weisheng Dong.,1.0
,,,,,,Agriculture and Food Research Initiative Competitive Grant,1,Alfonso Fuggetta,1.0
,,,,,,GUET Graduate Education,1,Patricio Valenzuela,1.0
,,,,,,Grantova Agentura Ceske Republiky,1,S. Y. S. Ong,1.0
,,,,,,European Research Council (FP7) ERC Advanced Grant,1,David Cioncoloni,1.0
,,,,,,Chinese Hunan's S&T Project,1,Markus Dickinson,1.0
,,,,,,Elsevier B.V,1,Pauline Collon,1.0
,,,,,,State Oceanic Administration of China,1,Weiwei Yang,1.0
,,,,,,German Fire Protection Association,1,Marcin Szubert,1.0
,,,,,,Security Technologies SEKUTEK Collaborative Research Project,1,Remi Lehe,1.0
,,,,,,European Commission's FP7 Programme (FP7/2007-2013),1,Marcio Cherem Schneider,1.0
,,,,,,FP7-ICT EU-Japan project STRAUSS,1,Ling Yang,1.0
,,,,,,Tenaga Nasional Berhad Seed Funding Grant,1,Laszlo Tirian,1.0
,,,,,,FP7 Ideas Starting Grant program,1,Minkyu Kim,1.0
,,,,,,Securing Virtual Environment of Cloud Computing,1,Nisarg Shah,1.0
,,,,,,Key Project of Science and Technology of the Education Department Henan Province,1,M. Kapl,1.0
,,,,,,United States Army Corps of Engineer's Flood and Coastal Division,1,Zheng Ma,1.0
,,,,,,Centro de Innovation y Desarrollo Tecnologico en Computo),1,H. Braun,1.0
,,,,,,EU 7th Framework Programme project P-SOCRATES,1,Amrita Vishwa Vidyapeetham,1.0
,,,,,,project IT4Innovations excellence,1,Ke Qin,1.0
,,,,,,Fire Brigade Ljubljana,1,Whiteley,1.0
,,,,,,Scientific Fund Projects,1,Dimitris Melissovas,1.0
,,,,,,MRI/OIT Research funds,1,Tiep Le,1.0
,,,,,,Jing-Hua Talents Project of,1,Yasuaki Inoue,1.0
,,,,,,European Commission (FP7-PEOPLE-2011-IOF,1,V. Leiva,1.0
,,,,,,Convocatoria de Proyectos de Cooperacion Interuniversitaria UAM-Banco Santander con EEUU,1,Fei Yan,1.0
,,,,,,Education Endowment Foundation (EEF),1,Tomas,1.0
,,,,,,Joint Fund of NSFC and Henan Province,1,Frank Y. Li,1.0
,,,,,,"Indo-U.S. Science and Technology Forum (IUSSTF), New Delhi, INDIA",1,Shane Culpepper,1.0
,,,,,,Industrial Canada Technology Demonstration Program (TDP),1,Enrique Romero Merino,1.0
,,,,,,"Austrian Federal Ministry of Science, Research and Economy and of the Provinces of Upper Austria",1,Sponza,1.0
,,,,,,Cluster of Excellence in Simulation Technology (SimTech),1,Hanna Klaudel,1.0
,,,,,,Research Projects TIC-1692 (Junta de Andalucia),1,Francois Glineur,1.0
,,,,,,EU IST-FP7-IP GRASP,1,Bob Young,1.0
,,,,,,Extra Mural Research (EMR) scheme of Science and Engineering Research Board (SERB),1,Arathi Sriprakash,1.0
,,,,,,High Technology Research and Development Program of Shannxi Province,1,Xiang Li,1.0
,,,,,,NSW OEH,1,Lu Yu,1.0
,,,,,,Gansu Telecom Cuiying Research Fund,1,Vasiliy Pislyakov,1.0
,,,,,,Korean Government (MSIP) (Cloud-Based Security Intelligence Technology Development for the Customized Security Service Provisioning),1,Shunhua Chen,1.0
,,,,,,Doctoral Program of Higher Education from The Ministry of Education,1,Christian Theobalt,1.0
,,,,,,National Energy Technology Laboratory Cooperative Agreement,1,T.M. Chan,1.0
,,,,,,Flemish Institute for the Promotion of Innovation by Science and Technology,1,Meng-Han Li,1.0
,,,,,,European Symposium on Algorithms (ESA) 2011,1,Imre Horvath,1.0
,,,,,,Egyptian Mission sector,1,I.H. Witten,1.0
,,,,,,"Agricultural Land: interactive mechanism, Effects and Policy Innovation of China",1,R. Malhotra,1.0
,,,,,,Swiss initiative,1,Arwa Alrawais,1.0
,,,,,,Scientific and Technological Development Plan of Jilin Province,1,Hyundong Shin,1.0
,,,,,,ChipIR,1,Samuel Brack,1.0
,,,,,,Conseil Regional d'Auvergne,1,Weiming Li,1.0
,,,,,,Shaanxi Provincial Key Project,1,D. Waters,1.0
,,,,,,Hi-Tech Research and Development Program of China,1,Oghenemaro Anuyah,1.0
,,,,,,Legal Counsel,1,K. Malamoud,1.0
,,,,,,Major Project of Ningbo,1,T. Hannemann,1.0
,,,,,,"Ministry of Education, Science and Sport of Slovenia",1,Ellen Thorson,1.0
,,,,,,National Science and Technology Ministry of China,1,Michael J Berry II,1.0
,,,,,,Hong Kong PhD Fellowship,1,Narayanan,1.0
,,,,,,Programa de Potenciacion de Recursos Humanos,1,Vicente Nacher,1.0
,,,,,,Recupera 2020 Project,1,Meng-Lin Wu,1.0
,,,,,,Ottawa Hospital,1,Ruixuan Wang,1.0
,,,,,,Prin 2015,1,Shayan Meschian,1.0
,,,,,,NUTEC (Fundacao Nucleo de Tecnologia Industrial do Ceara,1,Winson Huang,1.0
,,,,,,Smart,1,Guadalupe Ramos,1.0
,,,,,,Digiteo Chair C&O program,1,Zak Wilson,1.0
,,,,,,National Institutes of Health/ National Institute of Dental and Craniofacial Research,1,Libby Barak,1.0
,,,,,,IBM Technical Support Services - TSS),1,Bossavit B.,1.0
,,,,,,Intel Collaborative Research Center for Secure Computing (ICRI-SC),1,Cyril Poupon,1.0
,,,,,,Government of Extremadura,1,Alberto F. Martinez-Herrera,1.0
,,,,,,World Federation for Ultrasound in Medicine and Biology (WFUMB),1,D. Drasdo,1.0
,,,,,,National Science Foundation Trust-hub,1,Priyanka,1.0
,,,,,,Spanish-plus-FEDER MINECO,1,Peter Haas,1.0
,,,,,,Programa de Apoyo a Proyectos de Investigacion e Innovacion Tecnologica (PAPIIT),1,Junji Watanabe,1.0
,,,,,,Barcelona Expert Center (BEC),1,Nirmalya Roy,1.0
,,,,,,UTAS Visiting Scholars Program,1,Yaniv Plan,1.0
,,,,,,Galician Government (Consolidation of Competitive Research Groups,1,Josef Havran,1.0
,,,,,,Outstanding Young Scholar Program,1,Valentina Presutti,1.0
,,,,,,Siemens OEM reconstruction APT CERA TXR,1,Guillaume deChambrier,1.0
,,,,,,"CDTI, Spain",1,S. Kalyaanamoorthy,1.0
,,,,,,Beaconing project,1,Anastasia Piltingsrud,1.0
,,,,,,South Australian Premier's Research and Industry Fund,1,Janne Leppa-aho,1.0
,,,,,,Jiangsu Postdoctoral Research Assistance Program,1,Sergio Santander-Jimenez,1.0
,,,,,,"FEDER, CISIT",1,X. Hou,1.0
,,,,,,H2020 STREAMLINE Project,1,Alan Robinson,1.0
,,,,,,Missile Defense Agency under Air Force,1,J. Perk,1.0
,,,,,,ACD/ToxSuite (TM),1,Hong-Wei Hao,1.0
,,,,,,NSF/SRC STARSS,1,Sofiane Oussedik,1.0
,,,,,,Canadian Foundation for Pharmacy,1,Johannes Nokelainen,1.0
,,,,,,Deputacion da Coruna,1,Peter Burgisser,1.0
,,,,,,Data Science Environment Project,1,Jennifer Russell,1.0
,,,,,,NRF/MESRS-DGRSDT,1,Maneesha V. Ramesh,1.0
,,,,,,Tianjin Municipal Education Commission Project for Scientific Research Plan,1,Ozan Arkan Can,1.0
,,,,,,Flemish League,1,FaMing Lu,1.0
,,,,,,Provincial Key R&D Program of Zhejiang Province,1,Susan Wiedenbeck,1.0
,,,,,,Innovative Approach for Longstanding Development and Maintenance of the Automated Cancer Registry System,1,S. P. Pune University,1.0
,,,,,,Key Discipline Project in Shaanxi Province of China,1,Sutapa Dey,1.0
,,,,,,uComp,1,R. Calleja,1.0
,,,,,,ColAge,1,Ivan Tomasic,1.0
,,,,,,Bioinspired Sensory-Motor Skills,1,Chih-Yuan Yao,1.0
,,,,,,"CNRS, France",1,Takahiko Kurahashi,1.0
,,,,,,project-Embedded Die Design Environment & Methodology for Automotive Applications (EDDEMA),1,Rebecca Schwerdt,1.0
,,,,,,European Regional Funds: Human Frontier Science Program,1,Guangye Li,1.0
,,,,,,Austrian FWF,1,Aladin Virmaux,1.0
,,,,,,Beijing Higher Education Teacher Project,1,Srinivas Kudaravalli,1.0
,,,,,,National Nature Science Foundation of China (NSFC) Program,1,Helen Nissenbaum,1.0
,,,,,,ESSEC Media and Entertainment Chair,1,Chen Liang,1.0
,,,,,,twelfth Five-year Planning Project of Guangdong Philosophy and Social Science,1,Raymond Hemmecke,1.0
,,,,,,CONCERTO,1,Geir Kare Resaland,1.0
,,,,,,BERBAOLA,1,H. Rubin,1.0
,,,,,,POSEIDON,1,D. Langr,1.0
,,,,,,Nepal Central Bureau of Statistics,1,Jody Clay-Warner,1.0
,,,,,,"MICA, India",1,Jing-Ming Guo.,1.0
,,,,,,NSF-PIRE,1,Avelino Zorzo,1.0
,,,,,,MOGECOPP,1,Valecha,1.0
,,,,,,"Open Research Fund of the SKLMRD of DICP, China",1,Fiona McDermott,1.0
,,,,,,"Research Center in Structural Health Monitoring and Non-Destructive Evaluation of the School of Automation Engineering-UESTC, China",1,Zheng Chang,1.0
,,,,,,Six Talent Peaks High Level Project of Jiangsu Province of China,1,Jie Chen.,1.0
,,,,,,Foundation for Major Program of Education Bureau of Anhui Province,1,Prabhudev Konana,1.0
,,,,,,Singapore-ETH Centre (SEC),1,James V. Burke,1.0
,,,,,,China Scholarship Council Ph.D. Scholarship,1,Vanessa Ayala-Rivera,1.0
,,,,,,ERDF/ESF,1,Zheng Meizhou,1.0
,,,,,,"Iceland, Liechtenstein and Norway",1,Sedat Kilinc,1.0
,,,,,,Programa Operacional Tematico Factores de Competitividade (COMPETE) Portugal,1,R. Wijn,1.0
,,,,,,Natural Science Foundation of Jiangxi Educational Committee,1,Gregory Trevors,1.0
,,,,,,German Development Institute (DIE),1,Yves Almecija,1.0
,,,,,,Training Program for Excellent Young College Teachers of Guangdong Province,1,A. Talasaz,1.0
,,,,,,Fondo Social Europeo (FEDER),1,Hua-Wen Liu,1.0
,,,,,,NASA Applied Sciences Program,1,Soleymani,1.0
,,,,,,COMPETE program,1,Maxim Makatchev,1.0
,,,,,,Fujian College Industry-Academia Cooperation,1,K. Sampathirao,1.0
,,,,,,Skytree Adviser,1,Martin Wiener,1.0
,,,,,,"Exploratory Research Grant Schema (ERGS), Malaysia",1,W. Ledegang,1.0
,,,,,,ASSEMBLE,1,Jasmin Blanchette,1.0
,,,,,,"Human Resources Development,"" NSFR 2007-2013",1,Huijuan Lu.,1.0
,,,,,,NFR,1,Maria Elenius,1.0
,,,,,,EDI,1,Raoul Guiazon,1.0
,,,,,,NSF Physics Frontiers Center,1,B. Ghanem,1.0
,,,,,,SIS-ASTROS Project,1,K. Wiesner,1.0
,,,,,,Opening Fund of State Key Laboratory of Nonlinear Mechanics of China,1,Fletcher Hietpas,1.0
,,,,,,soft science program of Zhejiang Province of China,1,Alfons Hoekstra,1.0
,,,,,,Advanced Center for Electrical and Electronic Engineering,1,Pei-Hsuan Chang,1.0
,,,,,,Bentley Systems Research Grant,1,Werner Dietl,1.0
,,,,,,"MEXT Q-LEAP, JST PRESTO",1,Pieter Mosterman,1.0
,,,,,,National Social Science Major Fund,1,Guannan Zhang,1.0
,,,,,,Research Council of Norway Centre for Autonomous Marine Operations and Systems NTNU,1,Sebastian Kurtek,1.0
,,,,,,"Philosophy and Social Science Foundation of Jiangxi province, China",1,Caroline Langlet,1.0
,,,,,,"Ecuadorian Secretariat of Higher Education, Science, Technology and Innovation (SENESCYT)",1,G. Hesina,1.0
,,,,,,Young Natural Science Foundation of Shaanxi Province,1,Sherman,1.0
,,,,,,Uppsala Programming for Multicore Architectures Research Center (UPMARC),1,Luke Maurer,1.0
,,,,,,IDEX Paris-Saclay,1,T. Vinko,1.0
,,,,,,"Korea Institute for Advancement of Technology, South Korea",1,Anderson de Rezende Rocha,1.0
,,,,,,Applied Mathematical Sciences Program of the U.S. Department of Energy,1,Oliver Mason,1.0
,,,,,,MRC Medical Bioinformatics,1,Sara McComb,1.0
,,,,,,State Grid Technology Program,1,Sin-hwa Kang,1.0
,,,,,,French National Funding : Bpifrance Financement,1,Jiangxing WU,1.0
,,,,,,"Research Foundation of the Education Bureau of Hunan Province, China",1,Nial Friel,1.0
,,,,,,Consejeria de Economia e Infraestructuras/Junta de Extremadura (Spain)-European Regional Development Fund (ERDF),1,Tetsuro Hirai,1.0
,,,,,,Kista 5G Transport Lab (K5),1,Tsun-Ming Choi,1.0
,,,,,,National Science Foundation Graduate-12 Fellowship Program,1,Suhong Thou,1.0
,,,,,,Direccion General de Servicios de Computo Academico (DGSCA),1,Xie Q,1.0
,,,,,,GUNRG/GUITF,1,Joakim Lindberg,1.0
,,,,,,Accelerated Coordinate Descent Methods for Big Data Optimization,1,Zdravko I. Botev,1.0
,,,,,,EPSRC DTP,1,Hugo Maruri-Aguilar,1.0
,,,,,,UNAM PAPIIT-DGAPA,1,Dan Zhang.,1.0
,,,,,,Mexican Agency PROMEP,1,Fawzi,1.0
,,,,,,French FUI,1,Rodrigo Costas,1.0
,,,,,,Programa Ibercaja-CAI de Estancias de Investigacion,1,Juan G. Alcazar,1.0
,,,,,,Key Research Program of CAS,1,Eugenia Sironi,1.0
,,,,,,Ohio Occupational Safety and Health Research,1,George Slota,1.0
,,,,,,Youth Science Foundation of Jiangxi Provincial Education Department,1,Rossana Pennetta,1.0
,,,,,,Executive Programme Italia-Slovenia 2011-2013,1,Riccardo Guiterrez-Osuna,1.0
,,,,,,Social Sciences,1,Petr Kadlecek,1.0
,,,,,,Sino-German Institutes of Social Computing,1,Xiao Cheng,1.0
,,,,,,Brazilian National Institute of Science and Technology for Web Research,1,Akitoshi Tomita,1.0
,,,,,,Spanish MINECO project RISCO,1,Siqi Liu,1.0
,,,,,,Research Fellowships scheme,1,Viresh Patel,1.0
,,,,,,RobInstruct,1,Junxuan Bai,1.0
,,,,,,EC FP7 project GENODISC,1,T. Liboschik,1.0
,,,,,,JSPS/MEXT Grant-in-Aid for Scientific Research Grant,1,Hanchuan Peng,1.0
,,,,,,Bosch Research Foundation,1,Nici Kimmes,1.0
,,,,,,Spanish project SKaTer,1,Ramakanth Singal,1.0
,,,,,,Special Foundation for Post-Doctoral Science Foundation of Shandong Province,1,Chao Yao,1.0
,,,,,,General Project for Humanities and Social Science of Higher Education Promotion Plan in Anhui Province,1,Pierre-Marc Jodoin,1.0
,,,,,,National Youth Foundation of China,1,B. ten Cate,1.0
,,,,,,National Collaborative Research Infrastructure Strategy Program,1,Jiadi Yang,1.0
,,,,,,Fundacio Caixa Castello-Bancaixa,1,Avery Laird,1.0
,,,,,,France-Stanford Center for Interdisciplinary Studies,1,Alberto Goffi,1.0
,,,,,,BlackBox,1,Michael Kislat-Schmidt,1.0
,,,,,,ERDC,1,Yuanqing Qin,1.0
,,,,,,Outstanding Youth Scheme of Jiangxi Province,1,Gabor Ivanyos,1.0
,,,,,,Open project of Key Laboratory of modern acoustic of Ministry of Education,1,D. Fiala,1.0
,,,,,,"Greek National Resources, Foundations of Dynamic Distributed Computing Systems (FOCUS)",1,Hongyang Chao,1.0
,,,,,,World Class Laboratory (WCL),1,John Miller,1.0
,,,,,,Technology Program of Shenzhen,1,Mike Barnett,1.0
,,,,,,TAMOP,1,G. Pereira,1.0
,,,,,,Asymptote Architecture,1,Kai-Hwa Yao,1.0
,,,,,,Creative Research and Development Group Program of Jiangsu Province,1,Steve Furber,1.0
,,,,,,Department of Science and Technology (Spain),1,Heng Xu,1.0
,,,,,,Norway,1,A. Valjamde,1.0
,,,,,,DARPA GRAPHS program,1,G. Quiroz,1.0
,,,,,,U.K. Engineering and Physical Science Research Council (BTaRoT),1,Chantal M. Mendes,1.0
,,,,,,"Wellcome Trust-University of Edinburgh Institutional Strategic Support Fund, UK",1,Jayadev Acharya,1.0
,,,,,,Gansu Provincial Administration of traditional Chinese Medicine,1,R. Allison,1.0
,,,,,,IC/UNICAMP,1,Arvind U. Raghunathan,1.0
,,,,,,Max Planck cooperation program,1,Kirsten A. Smith,1.0
,,,,,,Academic Research Fund (AcRF) Tier 1 Grant,1,Norbert Podhorszki,1.0
,,,,,,CNR Research Project,1,Stefan Zasada,1.0
,,,,,,Zhejiang Province Public Technology Application Research Project,1,Krzysztof Rusek,1.0
,,,,,,National Institutes of Health (NIH)/National Cancer Institute (NCI),1,Adam Truszkowski,1.0
,,,,,,Futurice Oy,1,Weitian Tong,1.0
,,,,,,JWTH,1,Jin Keun Seo.,1.0
,,,,,,INTERREG Upper Rhine,1,O. Sar-Shalom,1.0
,,,,,,Centro de Investigacao e Desenvolvimento em Matematica e Aplicacoes da Universidade de Aveiro/FCT,1,Luciana Duranti,1.0
,,,,,,European Unions Cohesion Policy,1,Emilio J. RodrAguez-Posada,1.0
,,,,,,Science and Technology Program of Jilin Educational Department,1,Risto Vuohtoniemi,1.0
,,,,,,"Young Talent fund of University Association for Science and Technology in Shaanxi, China",1,Yu DENG,1.0
,,,,,,NSF DMS CAREER,1,Kazuo Tanaka.,1.0
,,,,,,SINTEF Energy Research,1,Mahsa Mirzargar,1.0
,,,,,,Stiftelsen Olle Engqvist Byggmastare,1,Chiou-Ting Hsu,1.0
,,,,,,EEC,1,Maija Tanhuamaki,1.0
,,,,,,European Joint Undertaking for ITER and the Development of Fusion for Energy (F4E),1,Z. LI,1.0
,,,,,,Department of Computer Science and Technology under the Department of Electronics and Information Technology (DeitY),1,Thomas Neumann,1.0
,,,,,,EU STREP project QALGO,1,Roberto Santana,1.0
,,,,,,Leverhulme Trust Visiting Researcher Grant,1,Benxin Zhang,1.0
,,,,,,HITS,1,Diotasoft,1.0
,,,,,,Innovation Project for Postgraduates of Jiangsu Province,1,Francesco Sica,1.0
,,,,,,UK's HPC Materials Chemistry Consortium,1,Thorsten Thiele,1.0
,,,,,,International Partnership Program of CAS,1,Izak Benbasat,1.0
,,,,,,NSF/Intel Partnership on Visual and Experiential Computing,1,Dongyan Guo,1.0
,,,,,,National Institute for Health Research or the Department of Health and Social Care,1,Pierre Francois,1.0
,,,,,,"FIRST Program, Japan",1,Coleg Cymraeg Cenedlaethol,1.0
,,,,,,FRQ-NT New Researcher Grant,1,Bas Heerschop,1.0
,,,,,,American Society for Cybernetics (ASC),1,I. Finocchi,1.0
,,,,,,Research Initiatives for Science and Engineering,1,Lei Shi,1.0
,,,,,,Fundamental Scientific Research,1,Adam Finkel,1.0
,,,,,,OMELETTE,1,Alex Bondar,1.0
,,,,,,Collaborative Innovation Center of Water Resources Efficient Utilization and Guarantee Engineering of Henan Province in China,1,O. Keren,1.0
,,,,,,Industria de Turbopropulsores S.A.U,1,Sumru Ozsoy,1.0
,,,,,,The Canada Research Chair program,1,Scott Reckinger,1.0
,,,,,,Overseas Expert Program of Shandong Province,1,Emma Davies,1.0
,,,,,,Clayton Foundation for Research and NIH,1,B. Sunar,1.0
,,,,,,"Ministry of Science and Technology (National Science Council) of the Republic of China, Taiwan",1,Peter Gates,1.0
,,,,,,CEI BioTic International Mobility Program,1,Dip Goswami,1.0
,,,,,,Research Fund of Sichuan Science and Technology Project,1,Shengjie Jiao,1.0
,,,,,,"NZ National Science Challenge 7, Science for Technology and Innovation",1,Tatsuya Nosaka,1.0
,,,,,,"Ministry for Health, Welfare and Sports",1,K. Hipel,1.0
,,,,,,Research and Innovation Ministry of the Spanish Government,1,Guangyong Sun,1.0
,,,,,,Gates Foundation Award,1,TjarkWeber,1.0
,,,,,,Doctoral Program foundation of Ministry of Education of China,1,Mark Vreijling,1.0
,,,,,,Important National Science & Technology,1,Xiaodong Lin,1.0
,,,,,,Group of Ecoles Centrales,1,Ted Spence,1.0
,,,,,,FP7-ORBIT,1,Davide Andrea Mauro,1.0
,,,,,,Joint Open Fund Key Project of Engineering Research Center of Radioactivity Control Technology in Uranium Mining & Metallurgy of Hunan Province Technical & Engineering Research Center for Retirement Treatment of Uranium Tailings Reservoir in Hunan Province,1,Neil Spiller,1.0
,,,,,,BK21 Plus program,1,Dar'ya Guarnera,1.0
,,,,,,Project TEC2015-72110-EXP (AEI),1,Katie White,1.0
,,,,,,Prime Ministers Fellowship for Doctoral Research,1,Selene Jimenez,1.0
,,,,,,Heilongjiang Province Science and Technology Agency Funds of China,1,Aurea Soriano-Vargas,1.0
,,,,,,Projects of Shanghai International Cooperation,1,Gilles Zemor,1.0
,,,,,,Convocatoria Retos-Colaboracion,1,Samuel Antao,1.0
,,,,,,Tianjin Science Foundation for Youth,1,Colin Walter,1.0
,,,,,,Portugal Telecom Inovacao,1,Robert Bridson,1.0
,,,,,,H2020 FETHPC ExaNoDe,1,Waagner Biro,1.0
,,,,,,"Standard Research Grant of Social Sciences and Humanities Research Council of Canada, Canada",1,Damien Zufferey,1.0
,,,,,,Spanish government Grants CONSOLIDER,1,Dusan Tijanic,1.0
,,,,,,LFV,1,Deyuan Meng,1.0
,,,,,,Shaanxi Special Fund for Technological Innovation Guidance (Foundation),1,Jenny Taylor,1.0
,,,,,,Maria Cristina Masaveu Peterson Scholarship for Academic Excellence,1,Marilyn Walker,1.0
,,,,,,Cluster of Excellence Center for Advancing Electronics Dresden,1,Scott Rucinski,1.0
,,,,,,Graduate Innovative Fund of Hunan Province,1,M. Benedikt,1.0
,,,,,,Regional Office of National Land Agency,1,E. Pointecouteau,1.0
,,,,,,INCT-MACC,1,Dongping Yang,1.0
,,,,,,Cooperative Research Program of the Network Joint Research Center for Materials and Devices,1,Vincent Juge,1.0
,,,,,,EPSRC Digital Economy Research Centre,1,Danyong Zhao,1.0
,,,,,,ISTC-CC,1,Loris Nanni,1.0
,,,,,,Foundation of Guangxi Experiment Center of Information Science,1,Stephen Tavener,1.0
,,,,,,Provincial Science & Technology International Cooperation Program of Hubei,1,Yuk Tse,1.0
,,,,,,CIEMAT,1,Gadidah Margret Ogmundsdottir,1.0
,,,,,,Green@Cloud,1,Victor Hugo C. Albuquerque,1.0
,,,,,,AHRC Rethinking the Senses,1,Rose Swinford,1.0
,,,,,,NRM,1,A. Boulton-Chaykowski,1.0
,,,,,,General Program of Education Department in Sichuan Province,1,Toni Mastelic,1.0
,,,,,,"Conselleria de Educacion, Investigacion, Cultura y Deporte de la Generalitat Valenciana",1,S. Watanabe,1.0
,,,,,,Aeronautical Foundation of China,1,Wenming Zheng,1.0
,,,,,,Programa Operacional Regional LISBOA,1,Mehdi Khorrami,1.0
,,,,,,"Ontario Research Fund of the Ontario Ministry of Research, Innovation, and Science",1,Que're,1.0
,,,,,,ELASTIC-FLOW,1,M.D. Akseshina,1.0
,,,,,,SPIA-VA,1,Alexandre Bergel,1.0
,,,,,,Scientific and Technological Planning Project of Guangdong Province,1,Changjiang Jia,1.0
