MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
,,,,,,,,Tassos Malliaris,2
,,,,,,,,Leah Shaw,2
,,,,,,,,Peregrine Frissell,2
,,,,,,,,Edi Reyna,2
,,,,,,,,Lukas Steinberger,2
,,,,,,,,Ryo Ogawa,2
,,,,,,,,Kathleen Harper,2
,,,,,,,,Edward Owens,2
,,,,,,,,Taylor St John,2
,,,,,,,,Steve Bradley,2
,,,,,,,,Andrew McGee,2
,,,,,,,,Kundan Kishor,2
,,,,,,,,Polly Field,2
,,,,,,,,Carlos Vidal-Melia,2
,,,,,,,,Maria Gould,2
,,,,,,,,Bara Kim,2
,,,,,,,,Joel Wood,2
,,,,,,,,Arianna Cozzi,2
,,,,,,,,Paul Kim,2
,,,,,,,,Michael Woolcock,2
,,,,,,,,Vincent Conitzer,2
,,,,,,,,Kirsi Saari,2
,,,,,,,,Massimo Giuliodori,2
,,,,,,,,Alexia Fuernkranz-Prskawetz,2
,,,,,,,,Chunan Wang,2
,,,,,,,,Saurabh Tripathi,2
,,,,,,,,An-Magritt Jensen of NTNU,2
,,,,,,,,Linh Hoang Vu,2
,,,,,,,,Eugenia Caracciolo-Drudis,2
,,,,,,,,Chris Erceg,2
,,,,,,,,Daphne Baldassari,2
,,,,,,,,Ni Ma,2
,,,,,,,,Sarah Zeng,2
,,,,,,,,Jacqueline Marie Tront,2
,,,,,,,,Sergey Izmalkov,2
,,,,,,,,Caroline Bennette,2
,,,,,,,,Olivier Bakewell,2
,,,,,,,,Alvaro Morales,2
,,,,,,,,Guillaume Krivtchik,2
,,,,,,,,Eric Dickson,2
,,,,,,,,Alexandra Foucher,2
,,,,,,,,Alberto Molina,2
,,,,,,,,Mark Hand,2
,,,,,,,,Nico Lacetera,2
,,,,,,,,Fortunate Paska,2
,,,,,,,,Hilscher,2
,,,,,,,,Yordanka Marcheva,2
,,,,,,,,Shahzad Ansari,2
,,,,,,,,Clemens Lankisch,2
,,,,,,,,Thorvald Grung Moe,2
,,,,,,,,Yang K. Lu,2
,,,,,,,,Alexandre Ziegler,2
,,,,,,,,David Reed,2
,,,,,,,,Jaume Garcia Villar,2
,,,,,,,,Joseph Francis,2
,,,,,,,,Yiwei Zhang,2
,,,,,,,,Tuba Toru,2
,,,,,,,,Ed Wilson,2
,,,,,,,,Georges Hiibner,2
,,,,,,,,Helena Chulid,2
,,,,,,,,Bjorn Ambos,2
,,,,,,,,Martien Lamers,2
,,,,,,,,Gustav Engstrom,2
,,,,,,,,Rio Piedras,2
,,,,,,,,Yigezu A. Yigezu,2
,,,,,,,,Yi Luo,2
,,,,,,,,Shon Ferguson,2
,,,,,,,,Oliver Schoffski,2
,,,,,,,,Ferraz,2
,,,,,,,,John Sabelhaus,2
,,,,,,,,David Campanella,2
,,,,,,,,Zhengyuan Gao,2
,,,,,,,,Sera Onalan,2
,,,,,,,,Stefanie Engel,2
,,,,,,,,Maribel Elias,2
,,,,,,,,John Kim,2
,,,,,,,,Marc Fabel,2
,,,,,,,,Ana I. Fernandez,2
,,,,,,,,Zachary Manta,2
,,,,,,,,Mathew Kahn,2
,,,,,,,,Seil Kim,2
,,,,,,,,Graham Harding,2
,,,,,,,,Marc Debus,2
,,,,,,,,Laveto Akoi-Forkpa,2
,,,,,,,,Danxia Xie,2
,,,,,,,,Patricia Tovar,2
,,,,,,,,Taru Olsson,2
,,,,,,,,Yaniv Stopnitzky,2
,,,,,,,,Dianna Ng,2
,,,,,,,,John van Reenen,2
,,,,,,,,Judge Posner,2
,,,,,,,,Jochen Bellebaum,2
,,,,,,,,Mike Gregerson,2
,,,,,,,,Uwe Blank,2
,,,,,,,,Anita Mikulasek,2
,,,,,,,,Johanna Kallio,2
,,,,,,,,Nobuo Altai,2
,,,,,,,,Josh Ederington,2
,,,,,,,,Michael Kurschilgen,2
,,,,,,,,Tenzee Gyalpo Sherpa,2
,,,,,,,,Caroline Hummel,2
,,,,,,,,Elizabeth Pontikes,2
,,,,,,,,Matteo Spada,2
,,,,,,,,Volker Lindenthal,2
,,,,,,,,Nayana Ovalekar,2
,,,,,,,,Gema Zarrias Martos,2
,,,,,,,,Schwaab,2
,,,,,,,,Trang Nguyen,2
,,,,,,,,Catarina Reis,2
,,,,,,,,Evrim Aydin Saher,2
,,,,,,,,Xueyong Zhang,2
,,,,,,,,Federico Gavazzoni,2
,,,,,,,,David Toscano,2
,,,,,,,,Assaf Zussman,2
,,,,,,,,Pavel Ciezek,2
,,,,,,,,Yusuf Mercan,2
,,,,,,,,M. Conyon,2
,,,,,,,,Monika Winn,2
,,,,,,,,Marco Alberto De Benedetto,2
,,,,,,,,Petra Vokata,2
,,,,,,,,Roberto Pinto,2
,,,,,,,,Chulhee Lee,2
,,,,,,,,Elizabeth Macdonald,2
,,,,,,,,Patrizio Pagano,2
,,,,,,,,Katleem Pires de Lima,2
,,,,,,,,Jan G. De Gooijer,2
,,,,,,,,Martin Heintzleman,2
,,,,,,,,Cheuk Yin Lau,2
,,,,,,,,Angela Druckman,2
,,,,,,,,Danna Quinn,2
,,,,,,,,Lech Suwala,2
,,,,,,,,Janusch,2
,,,,,,,,Steve Newbold,2
,,,,,,,,Marika Vezzoli,2
,,,,,,,,Fabiana Corcelli,2
,,,,,,,,Mette Talseth Solnordal,2
,,,,,,,,Dutch Holland,2
,,,,,,,,Enamul Hague,2
,,,,,,,,Per Axelson,2
,,,,,,,,Ryan Williams,2
,,,,,,,,Guenter Coenen,2
,,,,,,,,Persan S.A.,2
,,,,,,,,David Frame,2
,,,,,,,,Sonsoles Diaz,2
,,,,,,,,Li Jin,2
,,,,,,,,Christos Mavrodimitrakis,2
,,,,,,,,Brad Hepfer,2
,,,,,,,,Ivan Fernandez Val,2
,,,,,,,,Taya Cohen,2
,,,,,,,,Max Bulinski,2
,,,,,,,,Kate Sackett,2
,,,,,,,,Leung,2
,,,,,,,,Brian Kluger,2
,,,,,,,,Lesley Fordham,2
,,,,,,,,Anthony Smith,2
,,,,,,,,Benjamin L. Castleman,2
,,,,,,,,Carlos Gradin,2
,,,,,,,,Xiaohu Wang,2
,,,,,,,,Konstantinos Tzioumis,2
,,,,,,,,Carolina Garces,2
,,,,,,,,Annette Jaeckle,2
,,,,,,,,M. Latham,2
,,,,,,,,Grace Carswell,2
,,,,,,,,Constanza Ocampo-Raeder,2
,,,,,,,,Enni Ruokamo,2
,,,,,,,,Tomi Kortela,2
,,,,,,,,Y. Sharaiha,2
,,,,,,,,Alvaro Sandroni,2
,,,,,,,,Laura Hegarty,2
,,,,,,,,Christopher Smith,2
,,,,,,,,Fiona Wharton,2
,,,,,,,,Steven Rivkin,2
,,,,,,,,Anmol Grewal,2
,,,,,,,,Wenlong Bian,2
,,,,,,,,Anca Pircalabu,2
,,,,,,,,Michaela Jellicoe,2
,,,,,,,,Fetene Belayhum,2
,,,,,,,,Shefali Patil,2
,,,,,,,,Alain Schonenberger,2
,,,,,,,,Meri Obstbaum,2
,,,,,,,,Nicolas Depetris Chauvin,2
,,,,,,,,Diego Legal,2
,,,,,,,,Saad Qureshi,2
,,,,,,,,Xuimin Martin,2
,,,,,,,,Justine Yu,2
,,,,,,,,V. Boucher,2
,,,,,,,,K.R. Subramanyam,2
,,,,,,,,Paul W. Miller,2
,,,,,,,,Anne Brink Nandrup,2
,,,,,,,,Antoon Pelsser,2
,,,,,,,,Hector Garcia-Montero,2
,,,,,,,,Eddy Van de Voorde,2
,,,,,,,,Giorgio Triulzi,2
,,,,,,,,Patrizio Bianchi,2
,,,,,,,,Faris,2
,,,,,,,,Kathryn De Kort,2
,,,,,,,,Stefanie Kramer,2
,,,,,,,,Frederico Falcao,2
,,,,,,,,Ting,2
,,,,,,,,Richard Stock,2
,,,,,,,,Emilio Dal Re,2
,,,,,,,,Jo Blanden,2
,,,,,,,,K. E. Rosendahl,2
,,,,,,,,Leiter,2
,,,,,,,,Sophia Schneidewind,2
,,,,,,,,Job Boerma,2
,,,,,,,,Erita Narhetali,2
,,,,,,,,Igor Goncharov,2
,,,,,,,,Veronika Zavacka,2
,,,,,,,,Neha Sharma,2
,,,,,,,,Aldo Moauro,2
,,,,,,,,Erik O. Eriksen,2
,,,,,,,,Nikolas Gerolominis,2
,,,,,,,,Emrah Arbak,2
,,,,,,,,Ista Zahn,2
,,,,,,,,Lara Fowler,2
,,,,,,,,Marco Costanigro,2
,,,,,,,,Jerald G. Seare,2
,,,,,,,,Steve Callander,2
,,,,,,,,Fabrizio Kuruc,2
,,,,,,,,Wladimir Andreff,2
,,,,,,,,James Markusen,2
,,,,,,,,Moshe Shaked,2
,,,,,,,,Peter Deeney,2
,,,,,,,,Christian Damanka,2
,,,,,,,,Jim Kim,2
,,,,,,,,Jinhui Bai,2
,,,,,,,,Stefon Olafsson,2
,,,,,,,,Mani Nepal,2
,,,,,,,,Mark Beissinger,2
,,,,,,,,Jonathan Kaminsky,2
,,,,,,,,Ari Kokko,2
,,,,,,,,Re-Jin Guo,2
,,,,,,,,Luiz K. Hotta,2
,,,,,,,,E. Oberfield,2
,,,,,,,,Gustavo Gudino,2
,,,,,,,,J. Y. Halpern,2
,,,,,,,,Jose A. Garcia-Martinez,2
,,,,,,,,Bas van Aarle,2
,,,,,,,,Jack VanDerhei,2
,,,,,,,,Robert Holthausen,2
,,,,,,,,Bo Zhang,2
,,,,,,,,Angela Cipollone,2
,,,,,,,,Kelsey Moran,2
,,,,,,,,Justin Gallagher,2
,,,,,,,,Chris Salviati,2
,,,,,,,,Mungo Wilson,2
,,,,,,,,Tony Evans,2
,,,,,,,,Pablo Martinelli,2
,,,,,,,,Alberto Iozzi,2
,,,,,,,,Charis Xiang Li,2
,,,,,,,,D. Rustagi,2
,,,,,,,,Brant Christensen,2
,,,,,,,,Alberto Galasso,2
,,,,,,,,"Patrick ""Saki"" Fong",2
,,,,,,,,Walter Bossert,2
,,,,,,,,Mujtaba Mian,2
,,,,,,,,Abbie Turianski,2
,,,,,,,,Santiago Moreno,2
,,,,,,,,Utsav Kattel,2
,,,,,,,,Attila Tasnadi,2
,,,,,,,,Stephen McBride,2
,,,,,,,,Liwayway Adkins,2
,,,,,,,,David Taylor,2
,,,,,,,,Heather Hart,2
,,,,,,,,Stefano Carattini,2
,,,,,,,,Rachel Brill,2
,,,,,,,,Rob van der Heijden,2
,,,,,,,,Oleg Kutziuba,2
,,,,,,,,G. William Schwert,2
,,,,,,,,Ping Lin,2
,,,,,,,,James Glattfelder,2
,,,,,,,,Tim Simin,2
,,,,,,,,Marcela Torres,2
,,,,,,,,Jan Roestel,2
,,,,,,,,Anna Popova,2
,,,,,,,,Alan Mathios,2
,,,,,,,,Dean Scrimgeour,2
,,,,,,,,Jeffrey A. Smith,2
,,,,,,,,Jog Blankenbach,2
,,,,,,,,Joern Huenteler,2
,,,,,,,,Shamay Assif,2
,,,,,,,,Jean Carlo Rodriguez-de-Francisco,2
,,,,,,,,M. Hernandez,2
,,,,,,,,JohnMarshall,2
,,,,,,,,Ambler,2
,,,,,,,,Silvia Volkmann,2
,,,,,,,,Marit van Hout,2
,,,,,,,,Bobby Gulotty,2
,,,,,,,,Richard Froyen,2
,,,,,,,,Don Berry,2
,,,,,,,,Thomas Katzschner,2
,,,,,,,,Francesco Rullani,2
,,,,,,,,J. Pal,2
,,,,,,,,Hiroaki Ino,2
,,,,,,,,Jacobsen,2
,,,,,,,,Alexander Lembcke,2
,,,,,,,,Srikantia Sridhar,2
,,,,,,,,L. Durand,2
,,,,,,,,Surbhi Kumari,2
,,,,,,,,Hang Liu,2
,,,,,,,,Leon Wong,2
,,,,,,,,Ashish Sharma,2
,,,,,,,,M. Trabandt,2
,,,,,,,,Sophie Osotimehin,2
,,,,,,,,Isaac Gross,2
,,,,,,,,Philip Jaggs,2
,,,,,,,,David Thompson,2
,,,,,,,,Sarah Weltman,2
,,,,,,,,Wayne P. Olson,2
,,,,,,,,Martin Feldkircher,2
,,,,,,,,Dmitry Mukhin,2
,,,,,,,,Frank Buckless,2
,,,,,,,,Alexander Schiersch,2
,,,,,,,,Ann Stewart,2
,,,,,,,,Rach Colling,2
,,,,,,,,Michael Riley,2
,,,,,,,,Zilong Liu,2
,,,,,,,,Zhifeng Yin,2
,,,,,,,,Fredrick Wamalwa,2
,,,,,,,,Maria Tengo,2
,,,,,,,,Bente Herstad,2
,,,,,,,,Benjamin R. Handel,2
,,,,,,,,Adnan Uzunovic,2
,,,,,,,,Xia Yan,2
,,,,,,,,Francisco Palomino,2
,,,,,,,,Kate Lothman,2
,,,,,,,,Karen Craig,2
,,,,,,,,Glyn Williams,2
,,,,,,,,Michael Weingartner,2
,,,,,,,,Eduardo Dias,2
,,,,,,,,J. C. Ely,2
,,,,,,,,Erik Melander,2
,,,,,,,,Susan Horras,2
,,,,,,,,Sungjoon Koo,2
,,,,,,,,Daniel Halberstam,2
,,,,,,,,G. Garner,2
,,,,,,,,Jessica Zurawicki,2
,,,,,,,,Tsuyoshi Nakamura,2
,,,,,,,,Zhou Peng,2
,,,,,,,,G. Duchene,2
,,,,,,,,Martino DeStefano,2
,,,,,,,,Olle Krantz,2
,,,,,,,,Xin Yunxing,2
,,,,,,,,Xijie Lv,2
,,,,,,,,Andy McLennan,2
,,,,,,,,Lint Barrage,2
,,,,,,,,Dai Mi,2
,,,,,,,,Adelaide Fadhuile,2
,,,,,,,,Alexandre Guerrier,2
,,,,,,,,Yeon-Koon Che,2
,,,,,,,,Chi-Young Song,2
,,,,,,,,Fabio Bulfone,2
,,,,,,,,Nicolas Bouckaert,2
,,,,,,,,Matilde P. Machado,2
,,,,,,,,Nikolai Shkut,2
,,,,,,,,Fangfang Wang,2
,,,,,,,,Carlos Saviani,2
,,,,,,,,Steven Butler,2
,,,,,,,,Shirley She,2
,,,,,,,,N. Al-Najjar,2
,,,,,,,,Serge Bisaillon,2
,,,,,,,,Dan Quan,2
,,,,,,,,Adrienne Heller,2
,,,,,,,,Don W. Morishita,2
,,,,,,,,"Aysegul, Sahin",2
,,,,,,,,Ulla Griffiths,2
,,,,,,,,John Prins,2
,,,,,,,,Ravi Srivastava,2
,,,,,,,,Eric Ulm,2
,,,,,,,,R. Persaud,2
,,,,,,,,Sam Mayr,2
,,,,,,,,S. Battiston,2
,,,,,,,,S. Matteo,2
,,,,,,,,Geoffrey T. Fong,2
,,,,,,,,Coripe Piemonte,2
,,,,,,,,A. Zellner,2
,,,,,,,,Emre Ergungor,2
,,,,,,,,Thibaud Deruelle,2
,,,,,,,,Heike Hauswald,2
,,,,,,,,Theocharis Grigoriadis,2
,,,,,,,,Ulf Brunnbauer,2
,,,,,,,,Maria Bustelo,2
,,,,,,,,Audrey Laporte,2
,,,,,,,,Eliza Forsythe,2
,,,,,,,,Ninfa Murillo,2
,,,,,,,,JohnKennan,2
,,,,,,,,Lina Maria Lopez,2
,,,,,,,,Toni Farfan Vallespin,2
,,,,,,,,Patrizia Ordine,2
,,,,,,,,Russell Dixon,2
,,,,,,,,Elin Haugsgjerd Allern,2
,,,,,,,,Wesley Widmaier,2
,,,,,,,,Dr Bodger,2
,,,,,,,,J. Jose Ganuza,2
,,,,,,,,Fabrizio Pompei,2
,,,,,,,,Anefel Granada,2
,,,,,,,,Beth Smits,2
,,,,,,,,Huh In,2
,,,,,,,,J. Cuetos-Bueno,2
,,,,,,,,P. Hammond,2
,,,,,,,,Ifte khar Hasan,2
,,,,,,,,Yali Wen,2
,,,,,,,,Yoske Igarashi,2
,,,,,,,,Xuejuan Su,2
,,,,,,,,Federico Fornasari,2
,,,,,,,,Kostas Theodoridis,2
,,,,,,,,Jiahai Yuan,2
,,,,,,,,Bruno Ramamonjisoa,2
,,,,,,,,Laxman joshi,2
,,,,,,,,Peter Bayer,2
,,,,,,,,Andrew Bradley,2
,,,,,,,,Gerhard Illing,2
,,,,,,,,Mariko Watanabe,2
,,,,,,,,Ray da Silva Rosa,2
,,,,,,,,Chris Cronin,2
,,,,,,,,Ivan Baranov,2
,,,,,,,,Christopher Bailey,2
,,,,,,,,Tom Snijders,2
,,,,,,,,K. Nikolov,2
,,,,,,,,Samuelson,2
,,,,,,,,Tyran,2
,,,,,,,,Richard Clarke,2
,,,,,,,,Axel Bernergard,2
,,,,,,,,Mia Yanako,2
,,,,,,,,Hiroyuki Kawaguchi,2
,,,,,,,,Zia M. Qureshi,2
,,,,,,,,Lev I. Jakobson,2
,,,,,,,,Andrew S. Griffen,2
,,,,,,,,Endri Nocka,2
,,,,,,,,Deniz Okat,2
,,,,,,,,Zhi Dong,2
,,,,,,,,D. Oyama,2
,,,,,,,,Esteban Petruzello,2
,,,,,,,,Todd Neumann,2
,,,,,,,,Javier Gutierrez Puebla,2
,,,,,,,,Elena Llaudet,2
,,,,,,,,Roberto Pancrazi,2
,,,,,,,,Natalia Kharchenko,2
,,,,,,,,Lucia Freira,2
,,,,,,,,Ceri Townley,2
,,,,,,,,Leonidas Spiliopoulos,2
,,,,,,,,Saubhagya Dixit,2
,,,,,,,,Jan Wouters,2
,,,,,,,,Marius Overath,2
,,,,,,,,Andre Torre,2
,,,,,,,,Rafael di Tella,2
,,,,,,,,Siam J. Koopman,2
,,,,,,,,Ramirez,2
,,,,,,,,Pedro Dal B6,2
,,,,,,,,Jan B. Gajda,2
,,,,,,,,G. Gancia,2
,,,,,,,,Monica Das Gupta,2
,,,,,,,,Irina Trotsuk,2
,,,,,,,,Siqing Liu,2
,,,,,,,,"Ellingsen,Lucas Maestri",2
,,,,,,,,Rolf Campos,2
,,,,,,,,Argela,2
,,,,,,,,Jeremy West,2
,,,,,,,,Mark Tippett,2
,,,,,,,,Jane McChesney,2
,,,,,,,,Katrine Hjorth,2
,,,,,,,,Ian Downing,2
,,,,,,,,Jacquelyn Booker,2
,,,,,,,,Vasso loannidou,2
,,,,,,,,David Duffy,2
,,,,,,,,Eelco Den Boer,2
,,,,,,,,Daniel Ahelegbey,2
,,,,,,,,Vidhura Tennekoon,2
,,,,,,,,Ying-Syuan Li,2
,,,,,,,,Ben Pyle,2
,,,,,,,,Manfred Nermuth,2
,,,,,,,,Alexandros Kostakis,2
,,,,,,,,Jiansuo PEI,2
,,,,,,,,Ngoc Ngo,2
,,,,,,,,Eva Maciocco,2
,,,,,,,,Pushpam Kumar,2
,,,,,,,,Kenny Martens,2
,,,,,,,,Enrico Camarda,2
,,,,,,,,Rattiya Lippe,2
,,,,,,,,Chengzhong Qin,2
,,,,,,,,Moyaert,2
,,,,,,,,Dinko Raytchev,2
,,,,,,,,J. Grasman,2
,,,,,,,,Daniel Conley,2
,,,,,,,,Pat Hopkins,2
,,,,,,,,Xingping Zhang,2
,,,,,,,,Li-Jun Ji,2
,,,,,,,,Eli Behrman,2
,,,,,,,,Yusun Cho,2
,,,,,,,,Bernhard Scheer,2
,,,,,,,,Pauline Weetman,2
,,,,,,,,Pablo Duarte,2
,,,,,,,,S. D. Pearson,2
,,,,,,,,Arghya Ghosh,2
,,,,,,,,Claus Rerup,2
,,,,,,,,Nicolas Desormeaux,2
,,,,,,,,Jamie McAndrews,2
,,,,,,,,Izumi Yokoyama,2
,,,,,,,,Sandra Waddock,2
,,,,,,,,Ergys Islamaj,2
,,,,,,,,K Ramanathan,2
,,,,,,,,Dave Denis,2
,,,,,,,,Nic Schmitt,2
,,,,,,,,Tom Blomley,2
,,,,,,,,James R. Hines Jr.,2
,,,,,,,,Kerry Pearn,2
,,,,,,,,May Tan-Mullins,2
,,,,,,,,Nian Yang,2
,,,,,,,,Andre Bouville,2
,,,,,,,,Josep Escorihuela,2
,,,,,,,,Antonio Baselice,2
,,,,,,,,Roger Koppl,2
,,,,,,,,Silja Hausermann,2
,,,,,,,,Tore Leite,2
,,,,,,,,Jun Steinsson,2
,,,,,,,,Georgia Harrigan,2
,,,,,,,,Elizabeth Davis,2
,,,,,,,,Jevgenijs Ivanovs,2
,,,,,,,,Maurizio Ferrera,2
,,,,,,,,Isam Kaysi,2
,,,,,,,,Kees Jan van Garderen,2
,,,,,,,,Wasser,2
,,,,,,,,Dan Kahan,2
,,,,,,,,Marcela Valenzuela,2
,,,,,,,,Kyle Larson,2
,,,,,,,,William Wilson,2
,,,,,,,,Juan Mendoza Rodriguez,2
,,,,,,,,J. Weymark,2
,,,,,,,,Richard N. Rosett,2
,,,,,,,,Asad Rauf,2
,,,,,,,,Roland Rust,2
,,,,,,,,Lydia Chen,2
,,,,,,,,David Beheshti,2
,,,,,,,,Yunan Li,2
,,,,,,,,Lise Hansen,2
,,,,,,,,Itembe Siraje,2
,,,,,,,,Eric Chiang,2
,,,,,,,,Nadia Vasquez,2
,,,,,,,,Alberto Bagnai,2
,,,,,,,,Sanford Gordon,2
,,,,,,,,Byoung-Kyu Min,2
,,,,,,,,Gavin Cameron,2
,,,,,,,,Betty Daniel,2
,,,,,,,,Keone Kelobonye,2
,,,,,,,,Mike Berning,2
,,,,,,,,Adao,2
,,,,,,,,Bruno van Pottelsberghe,2
,,,,,,,,Sebastian Gryglewicz,2
,,,,,,,,Tim Bloemendal,2
,,,,,,,,Seabrooke,2
,,,,,,,,Sampo Soimakallio,2
,,,,,,,,Alex Belica,2
,,,,,,,,Toshiki Jinushi,2
,,,,,,,,Zhiwen Xie,2
,,,,,,,,Heikki Pursianen,2
,,,,,,,,Marcin Pracz,2
,,,,,,,,Robert Czudaj,2
,,,,,,,,Michal Gradzewicz,2
,,,,,,,,Paul Roderick,2
,,,,,,,,Josh Woodard,2
,,,,,,,,Kristjanpoller,2
,,,,,,,,Per Grau-Moller,2
,,,,,,,,Yakshup Chopra,2
,,,,,,,,Catia Antunes,2
,,,,,,,,Stephen Miller,2
,,,,,,,,Gedeon Yomi,2
,,,,,,,,Jon Atkins,2
,,,,,,,,Mulubrhan Amare,2
,,,,,,,,Govinda Timilsina,2
,,,,,,,,Eguia,2
,,,,,,,,Sveinn Vidar Gudmundsson,2
,,,,,,,,Ana Rosa Fonseca,2
,,,,,,,,Rafael Godefroy,2
,,,,,,,,Stephane Guerard,2
,,,,,,,,Ludwig Lauwers,2
,,,,,,,,Debora Pires Paula,2
,,,,,,,,Gabriel Lade,2
,,,,,,,,Anthony Ogus,2
,,,,,,,,Sue Richardson,2
,,,,,,,,Lina Maria Ellegard,2
,,,,,,,,Pierpaolo Benigno,2
,,,,,,,,Xuemin,2
,,,,,,,,Mikko Laaksonen,2
,,,,,,,,Renaud Coulomb,2
,,,,,,,,Arseniy Yashkin,2
,,,,,,,,Li-Chen Chou,2
,,,,,,,,Olivia Liang,2
,,,,,,,,Steve Weiss,2
,,,,,,,,Lutgart Lenaerts,2
,,,,,,,,thijs ten Raa,2
,,,,,,,,Brita Pekarsky,2
,,,,,,,,Osteraker,2
,,,,,,,,Khusrav Gaibulloev,2
,,,,,,,,Anna Schmitz,2
,,,,,,,,Huy Nguyen,2
,,,,,,,,Jerry Ho,2
,,,,,,,,Maarten Van der Meulen,2
,,,,,,,,Nayana Bose,2
,,,,,,,,Janko Marinko,2
,,,,,,,,James Tatch,2
,,,,,,,,Henk van der Kolk,2
,,,,,,,,Tor Helge Holmas,2
,,,,,,,,S.-M. Yoon,2
,,,,,,,,Alexander Fink,2
,,,,,,,,Stijn Masschelein,2
,,,,,,,,Dan Harris,2
,,,,,,,,Ismail Rahimi,2
,,,,,,,,Svetlana Bilalova,2
,,,,,,,,Jiang Yu,2
,,,,,,,,John Kolstad,2
,,,,,,,,Rina Agarwala,2
,,,,,,,,Mike Kirkwood,2
,,,,,,,,Morimitsu Kurino,2
,,,,,,,,Carlos Obregon,2
,,,,,,,,Mr. Chen,2
,,,,,,,,Caezilia Loibl,2
,,,,,,,,Paul Segerstrom,2
,,,,,,,,Bladimir Carrillo,2
,,,,,,,,Miranda Schreurs,2
,,,,,,,,Jon Reuter,2
,,,,,,,,Investigators Farkas,2
,,,,,,,,Tracy Dennison,2
,,,,,,,,Niel Ericsson,2
,,,,,,,,Mitsuru Ota,2
,,,,,,,,Paul DeMaio,2
,,,,,,,,Ronit Gerafi,2
,,,,,,,,Phuong Vu,2
,,,,,,,,Karen Long Jusko,2
,,,,,,,,Martin Jensen,2
,,,,,,,,Tetsuro Kisaki,2
,,,,,,,,Jacqueline Blair,2
,,,,,,,,Brian Eschbacher,2
,,,,,,,,Patrick Zabalbeascoa,2
,,,,,,,,Ray Gao,2
,,,,,,,,Birol Aydemir,2
,,,,,,,,Naafis Mateen,2
,,,,,,,,XiaodiWang,2
,,,,,,,,Sebastian Schnettler,2
,,,,,,,,Gabriel C. Oniscu,2
,,,,,,,,Sharon Schembri,2
,,,,,,,,Radies K. Purbo,2
,,,,,,,,Cheng-tien Kou,2
,,,,,,,,Liesbet van de Wetering,2
,,,,,,,,Maya Shivakumar,2
,,,,,,,,Carol Johnson,2
,,,,,,,,Christopher Allsopp,2
,,,,,,,,Wenchao Xu,2
,,,,,,,,Renata Suter,2
,,,,,,,,Daniel Detzer,2
,,,,,,,,Patricia Apps,2
,,,,,,,,Melo,2
,,,,,,,,Elisabeth Dorfmeister,2
,,,,,,,,Steven Del Riley,2
,,,,,,,,Dino Gerardi,2
,,,,,,,,Suvi Rinta-Kiikka,2
,,,,,,,,Anita Kottwitz,2
,,,,,,,,Angela de Oliviera,2
,,,,,,,,Dieter Grass,2
,,,,,,,,Frits Mohren,2
,,,,,,,,DavidMyatt,2
,,,,,,,,Rebecca Neumann,2
,,,,,,,,Xiaoyun Shen,2
,,,,,,,,H. Bhamra,2
,,,,,,,,Vanesa Fuertes,2
,,,,,,,,Amanda Brewster,2
,,,,,,,,Keith Dougherty,2
,,,,,,,,F. Trojani,2
,,,,,,,,Delia Grace,2
,,,,,,,,Juan Jimeno,2
,,,,,,,,Bohdan Kukharskyy,2
,,,,,,,,Lisa Dellmuth,2
,,,,,,,,Maria Ivanova,2
,,,,,,,,Gauri Kartini Shastri,2
,,,,,,,,Awen Southern,2
,,,,,,,,Cece Kpohomou,2
,,,,,,,,J. Lastra,2
,,,,,,,,Gregg Jarrell,2
,,,,,,,,Matt Jaremski,2
,,,,,,,,Matteo Salto,2
,,,,,,,,Thomas Brauninger,2
,,,,,,,,Sofya Kiselgof,2
,,,,,,,,Pam Butler,2
,,,,,,,,Yazhen Gong,2
,,,,,,,,Raul Bajo-Buenestado,2
,,,,,,,,Yoo Jin Lee,2
,,,,,,,,R.D.,2
,,,,,,,,Christian Baudelot,2
,,,,,,,,Andrew Schrank,2
,,,,,,,,Charles Seguin,2
,,,,,,,,Tommy Chan,2
,,,,,,,,Andrea Tiseno,2
,,,,,,,,Tri Handhika,2
,,,,,,,,Takashi Kasagami,2
,,,,,,,,Dutcher,2
,,,,,,,,Ilya Somin,2
,,,,,,,,Yarine Fawaz,2
,,,,,,,,Justin Stein,2
,,,,,,,,Montinari,2
,,,,,,,,Paul Niederer,2
,,,,,,,,Erica Shifflett,2
,,,,,,,,Steve Lawry,2
,,,,,,,,Kirk Rockett,2
,,,,,,,,Chris Brown,2
,,,,,,,,Ed Roberts,2
,,,,,,,,Andrew McKenzie,2
,,,,,,,,Hiroko Ishiwatari,2
,,,,,,,,Abeer Reza,2
,,,,,,,,Carl McPherson,2
,,,,,,,,Roeland A. Bosch,2
,,,,,,,,Renald Lessard,2
,,,,,,,,Wenbin Zang,2
,,,,,,,,J. van de Ven,2
,,,,,,,,Katharina Lewellen,2
,,,,,,,,Jenny C. Aker,2
,,,,,,,,Sacha Becker,2
,,,,,,,,Melanie Parravano,2
,,,,,,,,Luke Froeb,2
,,,,,,,,Alison Wood Brooks,2
,,,,,,,,Flavio Bazzana,2
,,,,,,,,Qiang Wang,2
,,,,,,,,Remco van Eijkel,2
,,,,,,,,ngela Gallardo,2
,,,,,,,,Natalie Mullis,2
,,,,,,,,Zachary Elgart,2
,,,,,,,,Taeyoung Doh,2
